prompt,intent,action_type,path,category,args,tags,action_json
Containerize my Gin API with distroless,generate_code,code,dockerfile@go_gin,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Go, multi-stage, golang:1.22 builder \u2192 distroless/static)"", ""explanation"": ""Two-stage: golang:1.22 builder runs go build with CGO_ENABLED=0, final stage is gcr.io/distroless/static""}"
Create a production Go Dockerfile,generate_code,code,dockerfile@go_gin,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Go, multi-stage, golang:1.22 builder \u2192 distroless/static)"", ""explanation"": ""Two-stage: golang:1.22 builder runs go build with CGO_ENABLED=0, final stage is gcr.io/distroless/static""}"
I need a slim Go Dockerfile,generate_code,code,dockerfile@go_gin,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Go, multi-stage, golang:1.22 builder \u2192 distroless/static)"", ""explanation"": ""Two-stage: golang:1.22 builder runs go build with CGO_ENABLED=0, final stage is gcr.io/distroless/static""}"
Write a Dockerfile for a Node.js Express app,generate_code,code,dockerfile@nodejs_express,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Node.js, node:20-alpine, npm ci, non-root)"", ""explanation"": ""node:20-alpine, npm ci --omit=dev, non-root user, EXPOSE 3000, CMD node server.js""}"
Containerize my Express API,generate_code,code,dockerfile@nodejs_express,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Node.js, node:20-alpine, npm ci, non-root)"", ""explanation"": ""node:20-alpine, npm ci --omit=dev, non-root user, EXPOSE 3000, CMD node server.js""}"
Generate a Node.js Dockerfile,generate_code,code,dockerfile@nodejs_express,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Node.js, node:20-alpine, npm ci, non-root)"", ""explanation"": ""node:20-alpine, npm ci --omit=dev, non-root user, EXPOSE 3000, CMD node server.js""}"
Create a production Dockerfile for Node.js,generate_code,code,dockerfile@nodejs_express,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Node.js, node:20-alpine, npm ci, non-root)"", ""explanation"": ""node:20-alpine, npm ci --omit=dev, non-root user, EXPOSE 3000, CMD node server.js""}"
I need a Dockerfile for Express,generate_code,code,dockerfile@nodejs_express,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Node.js, node:20-alpine, npm ci, non-root)"", ""explanation"": ""node:20-alpine, npm ci --omit=dev, non-root user, EXPOSE 3000, CMD node server.js""}"
Write a Dockerfile for a Next.js app,generate_code,code,dockerfile@nextjs,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Next.js, multi-stage, standalone output)"", ""explanation"": ""Multi-stage node:20-alpine: builder runs next build, runner copies .next/standalone, runs node server.js""}"
Containerize my Next.js app with standalone output,generate_code,code,dockerfile@nextjs,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Next.js, multi-stage, standalone output)"", ""explanation"": ""Multi-stage node:20-alpine: builder runs next build, runner copies .next/standalone, runs node server.js""}"
Generate a Next.js production Dockerfile,generate_code,code,dockerfile@nextjs,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Next.js, multi-stage, standalone output)"", ""explanation"": ""Multi-stage node:20-alpine: builder runs next build, runner copies .next/standalone, runs node server.js""}"
Create a slim Dockerfile for Next.js,generate_code,code,dockerfile@nextjs,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Next.js, multi-stage, standalone output)"", ""explanation"": ""Multi-stage node:20-alpine: builder runs next build, runner copies .next/standalone, runs node server.js""}"
I need a Dockerfile for Next.js SSR,generate_code,code,dockerfile@nextjs,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Next.js, multi-stage, standalone output)"", ""explanation"": ""Multi-stage node:20-alpine: builder runs next build, runner copies .next/standalone, runs node server.js""}"
Write a Dockerfile for a Rust Actix app,generate_code,code,dockerfile@rust_actix,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Rust, cargo-chef, multi-stage, distroless/cc)"", ""explanation"": ""Three-stage cargo-chef recipe.json \u2192 builder \u2192 distroless/cc final""}"
Generate a multi-stage Rust Dockerfile,generate_code,code,dockerfile@rust_actix,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Rust, cargo-chef, multi-stage, distroless/cc)"", ""explanation"": ""Three-stage cargo-chef recipe.json \u2192 builder \u2192 distroless/cc final""}"
Containerize my Rust binary with distroless,generate_code,code,dockerfile@rust_actix,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Rust, cargo-chef, multi-stage, distroless/cc)"", ""explanation"": ""Three-stage cargo-chef recipe.json \u2192 builder \u2192 distroless/cc final""}"
Create a production Rust Dockerfile,generate_code,code,dockerfile@rust_actix,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Rust, cargo-chef, multi-stage, distroless/cc)"", ""explanation"": ""Three-stage cargo-chef recipe.json \u2192 builder \u2192 distroless/cc final""}"
I need a slim Rust Dockerfile,generate_code,code,dockerfile@rust_actix,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Rust, cargo-chef, multi-stage, distroless/cc)"", ""explanation"": ""Three-stage cargo-chef recipe.json \u2192 builder \u2192 distroless/cc final""}"
Write a Dockerfile for a NestJS app,generate_code,code,dockerfile@nestjs,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (NestJS, node:20-alpine, npm run build)"", ""explanation"": ""node:20-alpine multi-stage: build runs npm run build, runtime serves dist/main.js""}"
Containerize my NestJS API,generate_code,code,dockerfile@nestjs,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (NestJS, node:20-alpine, npm run build)"", ""explanation"": ""node:20-alpine multi-stage: build runs npm run build, runtime serves dist/main.js""}"
Generate a NestJS production Dockerfile,generate_code,code,dockerfile@nestjs,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (NestJS, node:20-alpine, npm run build)"", ""explanation"": ""node:20-alpine multi-stage: build runs npm run build, runtime serves dist/main.js""}"
Create a Dockerfile for NestJS,generate_code,code,dockerfile@nestjs,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (NestJS, node:20-alpine, npm run build)"", ""explanation"": ""node:20-alpine multi-stage: build runs npm run build, runtime serves dist/main.js""}"
Write a Dockerfile for a Laravel app,generate_code,code,dockerfile@php_laravel,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Laravel, php:8.2-fpm, composer install, opcache)"", ""explanation"": ""php:8.2-fpm with composer install --no-dev, php-fpm pool tuned, opcache enabled""}"
Containerize my Laravel project,generate_code,code,dockerfile@php_laravel,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Laravel, php:8.2-fpm, composer install, opcache)"", ""explanation"": ""php:8.2-fpm with composer install --no-dev, php-fpm pool tuned, opcache enabled""}"
Generate a Dockerfile for PHP-FPM + Laravel,generate_code,code,dockerfile@php_laravel,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Laravel, php:8.2-fpm, composer install, opcache)"", ""explanation"": ""php:8.2-fpm with composer install --no-dev, php-fpm pool tuned, opcache enabled""}"
Create a Laravel production Dockerfile,generate_code,code,dockerfile@php_laravel,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (Laravel, php:8.2-fpm, composer install, opcache)"", ""explanation"": ""php:8.2-fpm with composer install --no-dev, php-fpm pool tuned, opcache enabled""}"
Write a Dockerfile for a C++ application,generate_code,code,dockerfile@cpp,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (C++, debian:bookworm builder + slim runtime)"", ""explanation"": ""Two-stage: debian:bookworm with build-essential + cmake \u2192 debian:bookworm-slim runtime with the binary""}"
Containerize my C++ binary,generate_code,code,dockerfile@cpp,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (C++, debian:bookworm builder + slim runtime)"", ""explanation"": ""Two-stage: debian:bookworm with build-essential + cmake \u2192 debian:bookworm-slim runtime with the binary""}"
Generate a multi-stage C++ Dockerfile,generate_code,code,dockerfile@cpp,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (C++, debian:bookworm builder + slim runtime)"", ""explanation"": ""Two-stage: debian:bookworm with build-essential + cmake \u2192 debian:bookworm-slim runtime with the binary""}"
Create a Dockerfile for a CMake project,generate_code,code,dockerfile@cpp,dockerfile,,"codingllm,dockerfile,generate","{""action"": ""generate"", ""language"": ""dockerfile"", ""artifact"": ""Dockerfile (C++, debian:bookworm builder + slim runtime)"", ""explanation"": ""Two-stage: debian:bookworm with build-essential + cmake \u2192 debian:bookworm-slim runtime with the binary""}"
Generate a docker-compose for Next.js with Postgres,generate_code,code,docker_compose@nextjs_postgres,docker_compose,,"codingllm,docker_compose,generate","{""action"": ""generate"", ""language"": ""docker_compose"", ""artifact"": ""docker-compose.yml (Next.js + Postgres + Redis)"", ""explanation"": ""3 services: app builds Dockerfile, db is postgres:16, cache is redis:7, named volumes, healthchecks""}"
I need a compose file for Next.js + Postgres + Redis,generate_code,code,docker_compose@nextjs_postgres,docker_compose,,"codingllm,docker_compose,generate","{""action"": ""generate"", ""language"": ""docker_compose"", ""artifact"": ""docker-compose.yml (Next.js + Postgres + Redis)"", ""explanation"": ""3 services: app builds Dockerfile, db is postgres:16, cache is redis:7, named volumes, healthchecks""}"
Write docker-compose.yml for a Next.js app + Postgres,generate_code,code,docker_compose@nextjs_postgres,docker_compose,,"codingllm,docker_compose,generate","{""action"": ""generate"", ""language"": ""docker_compose"", ""artifact"": ""docker-compose.yml (Next.js + Postgres + Redis)"", ""explanation"": ""3 services: app builds Dockerfile, db is postgres:16, cache is redis:7, named volumes, healthchecks""}"
Create a multi-service compose for my Next.js stack,generate_code,code,docker_compose@nextjs_postgres,docker_compose,,"codingllm,docker_compose,generate","{""action"": ""generate"", ""language"": ""docker_compose"", ""artifact"": ""docker-compose.yml (Next.js + Postgres + Redis)"", ""explanation"": ""3 services: app builds Dockerfile, db is postgres:16, cache is redis:7, named volumes, healthchecks""}"
Generate docker-compose for FastAPI + Celery + Redis + Postgres,generate_code,code,docker_compose@fastapi_full,docker_compose,,"codingllm,docker_compose,generate","{""action"": ""generate"", ""language"": ""docker_compose"", ""artifact"": ""docker-compose.yml (FastAPI + Celery + Redis + Postgres)"", ""explanation"": ""5 services: web (FastAPI), worker (celery), beat (celery beat), redis, postgres, with named volumes and healthchecks""}"
Write a compose file for my FastAPI worker stack,generate_code,code,docker_compose@fastapi_full,docker_compose,,"codingllm,docker_compose,generate","{""action"": ""generate"", ""language"": ""docker_compose"", ""artifact"": ""docker-compose.yml (FastAPI + Celery + Redis + Postgres)"", ""explanation"": ""5 services: web (FastAPI), worker (celery), beat (celery beat), redis, postgres, with named volumes and healthchecks""}"
Create docker-compose for FastAPI with celery worker,generate_code,code,docker_compose@fastapi_full,docker_compose,,"codingllm,docker_compose,generate","{""action"": ""generate"", ""language"": ""docker_compose"", ""artifact"": ""docker-compose.yml (FastAPI + Celery + Redis + Postgres)"", ""explanation"": ""5 services: web (FastAPI), worker (celery), beat (celery beat), redis, postgres, with named volumes and healthchecks""}"
Generate docker-compose for Prometheus + Grafana,generate_code,code,docker_compose@observability,docker_compose,,"codingllm,docker_compose,generate","{""action"": ""generate"", ""language"": ""docker_compose"", ""artifact"": ""docker-compose.yml (Prometheus + Grafana + Loki)"", ""explanation"": ""Prometheus :9090, Grafana :3000, Loki :3100, with mounted config files and named persistent volumes""}"
Write a compose for an observability stack,generate_code,code,docker_compose@observability,docker_compose,,"codingllm,docker_compose,generate","{""action"": ""generate"", ""language"": ""docker_compose"", ""artifact"": ""docker-compose.yml (Prometheus + Grafana + Loki)"", ""explanation"": ""Prometheus :9090, Grafana :3000, Loki :3100, with mounted config files and named persistent volumes""}"
Create docker-compose for Prometheus + Grafana + Loki,generate_code,code,docker_compose@observability,docker_compose,,"codingllm,docker_compose,generate","{""action"": ""generate"", ""language"": ""docker_compose"", ""artifact"": ""docker-compose.yml (Prometheus + Grafana + Loki)"", ""explanation"": ""Prometheus :9090, Grafana :3000, Loki :3100, with mounted config files and named persistent volumes""}"
Generate a GitHub Actions workflow for a Python project,generate_code,code,github_actions@python_ci,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""ci.yml (Python, lint + pytest + build)"", ""explanation"": ""Triggers: push, pull_request. Jobs: lint (ruff/black), test (pytest with coverage), build (poetry/setuptools)""}"
Write a CI pipeline for my Python app on GitHub,generate_code,code,github_actions@python_ci,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""ci.yml (Python, lint + pytest + build)"", ""explanation"": ""Triggers: push, pull_request. Jobs: lint (ruff/black), test (pytest with coverage), build (poetry/setuptools)""}"
Create .github/workflows/ci.yml for Python,generate_code,code,github_actions@python_ci,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""ci.yml (Python, lint + pytest + build)"", ""explanation"": ""Triggers: push, pull_request. Jobs: lint (ruff/black), test (pytest with coverage), build (poetry/setuptools)""}"
I need a Python CI workflow that runs pytest,generate_code,code,github_actions@python_ci,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""ci.yml (Python, lint + pytest + build)"", ""explanation"": ""Triggers: push, pull_request. Jobs: lint (ruff/black), test (pytest with coverage), build (poetry/setuptools)""}"
Generate a GitHub Actions workflow that builds and pushes to ECR,generate_code,code,github_actions@python_to_ecr,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""deploy-ecr.yml (Python \u2192 ECR)"", ""explanation"": ""Triggers: push tags. Steps: configure AWS, login to ECR, docker build, docker push with semver tag""}"
Write a workflow that pushes a Docker image to ECR on tag,generate_code,code,github_actions@python_to_ecr,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""deploy-ecr.yml (Python \u2192 ECR)"", ""explanation"": ""Triggers: push tags. Steps: configure AWS, login to ECR, docker build, docker push with semver tag""}"
Create a GitHub Actions pipeline for ECR push,generate_code,code,github_actions@python_to_ecr,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""deploy-ecr.yml (Python \u2192 ECR)"", ""explanation"": ""Triggers: push tags. Steps: configure AWS, login to ECR, docker build, docker push with semver tag""}"
Generate a GitHub Actions workflow for a Go project,generate_code,code,github_actions@go_ci,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""ci.yml (Go, vet + test + build)"", ""explanation"": ""Triggers: push, pull_request. Jobs: lint (golangci-lint), test (go test -race -cover), build (matrix: linux/darwin)""}"
Write a CI pipeline for my Go app,generate_code,code,github_actions@go_ci,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""ci.yml (Go, vet + test + build)"", ""explanation"": ""Triggers: push, pull_request. Jobs: lint (golangci-lint), test (go test -race -cover), build (matrix: linux/darwin)""}"
Create a GitHub Actions pipeline that runs go test,generate_code,code,github_actions@go_ci,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""ci.yml (Go, vet + test + build)"", ""explanation"": ""Triggers: push, pull_request. Jobs: lint (golangci-lint), test (go test -race -cover), build (matrix: linux/darwin)""}"
Generate a GitHub Actions workflow for Next.js → Vercel,generate_code,code,github_actions@nextjs_vercel,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""deploy-vercel.yml (Next.js \u2192 Vercel)"", ""explanation"": ""Steps: setup-node, npm ci, npm run build, vercel deploy --prod with VERCEL_TOKEN""}"
Write a CI/CD pipeline for Next.js to Vercel,generate_code,code,github_actions@nextjs_vercel,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""deploy-vercel.yml (Next.js \u2192 Vercel)"", ""explanation"": ""Steps: setup-node, npm ci, npm run build, vercel deploy --prod with VERCEL_TOKEN""}"
Create a GitHub Actions deploy to Vercel workflow,generate_code,code,github_actions@nextjs_vercel,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""deploy-vercel.yml (Next.js \u2192 Vercel)"", ""explanation"": ""Steps: setup-node, npm ci, npm run build, vercel deploy --prod with VERCEL_TOKEN""}"
Generate a GitHub Actions workflow that pushes to Docker Hub,generate_code,code,github_actions@docker_to_dockerhub,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""docker-publish.yml (Docker \u2192 Docker Hub)"", ""explanation"": ""Uses docker/login-action + docker/build-push-action; tags both :latest and :${{ github.sha }}""}"
Write a workflow to publish a Docker image to Docker Hub,generate_code,code,github_actions@docker_to_dockerhub,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""docker-publish.yml (Docker \u2192 Docker Hub)"", ""explanation"": ""Uses docker/login-action + docker/build-push-action; tags both :latest and :${{ github.sha }}""}"
Create a GitHub Actions Docker Hub push pipeline,generate_code,code,github_actions@docker_to_dockerhub,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""docker-publish.yml (Docker \u2192 Docker Hub)"", ""explanation"": ""Uses docker/login-action + docker/build-push-action; tags both :latest and :${{ github.sha }}""}"
Generate a GitHub Actions workflow for Terraform plan/apply,generate_code,code,github_actions@terraform_plan_apply,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""terraform.yml (plan + manual apply)"", ""explanation"": ""PR runs terraform plan + comment; main branch pushes go through environment-protected apply step""}"
Write a CI for terraform plan + manual apply,generate_code,code,github_actions@terraform_plan_apply,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""terraform.yml (plan + manual apply)"", ""explanation"": ""PR runs terraform plan + comment; main branch pushes go through environment-protected apply step""}"
Create a Terraform GitHub Actions pipeline with manual approval,generate_code,code,github_actions@terraform_plan_apply,github_actions,,"codingllm,github_actions,generate","{""action"": ""generate"", ""language"": ""github_actions"", ""artifact"": ""terraform.yml (plan + manual apply)"", ""explanation"": ""PR runs terraform plan + comment; main branch pushes go through environment-protected apply step""}"
Write a GitLab CI pipeline for my Python project,generate_code,code,gitlab_ci@python,gitlab_ci,,"codingllm,gitlab_ci,generate","{""action"": ""generate"", ""language"": ""gitlab_ci"", ""artifact"": "".gitlab-ci.yml (Python)"", ""explanation"": ""Stages: lint, test, build. Uses python:3.12 image with pip cache, pytest --cov, build artifacts""}"
Generate .gitlab-ci.yml for a FastAPI app,generate_code,code,gitlab_ci@python,gitlab_ci,,"codingllm,gitlab_ci,generate","{""action"": ""generate"", ""language"": ""gitlab_ci"", ""artifact"": "".gitlab-ci.yml (Python)"", ""explanation"": ""Stages: lint, test, build. Uses python:3.12 image with pip cache, pytest --cov, build artifacts""}"
Create a GitLab CI for Python with pytest,generate_code,code,gitlab_ci@python,gitlab_ci,,"codingllm,gitlab_ci,generate","{""action"": ""generate"", ""language"": ""gitlab_ci"", ""artifact"": "".gitlab-ci.yml (Python)"", ""explanation"": ""Stages: lint, test, build. Uses python:3.12 image with pip cache, pytest --cov, build artifacts""}"
Write a GitLab CI pipeline that builds a Docker image with Kaniko,generate_code,code,gitlab_ci@docker_kaniko,gitlab_ci,,"codingllm,gitlab_ci,generate","{""action"": ""generate"", ""language"": ""gitlab_ci"", ""artifact"": "".gitlab-ci.yml (Docker via Kaniko)"", ""explanation"": ""Uses gcr.io/kaniko-project/executor; pushes to GitLab registry CI_REGISTRY_IMAGE with SHA + branch tag""}"
Generate .gitlab-ci.yml for kaniko Docker build,generate_code,code,gitlab_ci@docker_kaniko,gitlab_ci,,"codingllm,gitlab_ci,generate","{""action"": ""generate"", ""language"": ""gitlab_ci"", ""artifact"": "".gitlab-ci.yml (Docker via Kaniko)"", ""explanation"": ""Uses gcr.io/kaniko-project/executor; pushes to GitLab registry CI_REGISTRY_IMAGE with SHA + branch tag""}"
Create a GitLab CI Docker pipeline using Kaniko (no privileged mode),generate_code,code,gitlab_ci@docker_kaniko,gitlab_ci,,"codingllm,gitlab_ci,generate","{""action"": ""generate"", ""language"": ""gitlab_ci"", ""artifact"": "".gitlab-ci.yml (Docker via Kaniko)"", ""explanation"": ""Uses gcr.io/kaniko-project/executor; pushes to GitLab registry CI_REGISTRY_IMAGE with SHA + branch tag""}"
Write a GitLab CI pipeline for a Go project,generate_code,code,gitlab_ci@go,gitlab_ci,,"codingllm,gitlab_ci,generate","{""action"": ""generate"", ""language"": ""gitlab_ci"", ""artifact"": "".gitlab-ci.yml (Go)"", ""explanation"": ""Stages: lint (golangci-lint), test (go test -race -cover), build (goreleaser)""}"
Generate .gitlab-ci.yml for Go testing,generate_code,code,gitlab_ci@go,gitlab_ci,,"codingllm,gitlab_ci,generate","{""action"": ""generate"", ""language"": ""gitlab_ci"", ""artifact"": "".gitlab-ci.yml (Go)"", ""explanation"": ""Stages: lint (golangci-lint), test (go test -race -cover), build (goreleaser)""}"
