prompt,intent,action_type,path,category,args,tags,action_json
Use vx to create a VM on Azure,execute_cli,cli,vxcli deploy --app myapp --cloud azure --service vm,deploy,,"vxcli,deploy,azure,vm","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myapp --cloud azure --service vm"", ""explanation"": ""Create Azure VM using vxcli""}"
vxcli deploy my app to GCP,execute_cli,cli,vxcli deploy --app myapp --cloud gcp --service vm,deploy,,"vxcli,deploy,gcp,vm","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myapp --cloud gcp --service vm"", ""explanation"": ""Deploy to GCP using vxcli""}"
Use vx deploy on Google Cloud,execute_cli,cli,vxcli deploy --app myapp --cloud gcp --service vm,deploy,,"vxcli,deploy,gcp,vm","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myapp --cloud gcp --service vm"", ""explanation"": ""Deploy on Google Cloud using vxcli""}"
vxcli deploy to DigitalOcean,execute_cli,cli,vxcli deploy --app myapp --cloud digitalocean --service vm,deploy,,"vxcli,deploy,digitalocean","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myapp --cloud digitalocean --service vm"", ""explanation"": ""Deploy to DigitalOcean using vxcli""}"
Use vx to deploy on Linode,execute_cli,cli,vxcli deploy --app myapp --cloud linode --service vm,deploy,,"vxcli,deploy,linode","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myapp --cloud linode --service vm"", ""explanation"": ""Deploy to Linode using vxcli""}"
vxcli deploy to Valtunox cloud,execute_cli,cli,vxcli deploy --app myapp --cloud valtunox --service vm,deploy,,"vxcli,deploy,valtunox","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myapp --cloud valtunox --service vm"", ""explanation"": ""Deploy to Valtunox using vxcli""}"
Use vx to deploy on UpCloud,execute_cli,cli,vxcli deploy --app myapp --cloud upcloud --service vm,deploy,,"vxcli,deploy,upcloud","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myapp --cloud upcloud --service vm"", ""explanation"": ""Deploy to UpCloud using vxcli""}"
vxcli deploy Kubernetes cluster on AWS,execute_cli,cli,vxcli deploy --app mycluster --cloud aws --service kubernetes,deploy,,"vxcli,deploy,aws,kubernetes","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app mycluster --cloud aws --service kubernetes"", ""explanation"": ""Deploy Kubernetes on AWS using vxcli""}"
Use vx to create an EKS cluster,execute_cli,cli,vxcli deploy --app mycluster --cloud aws --service eks,deploy,,"vxcli,deploy,aws,eks","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app mycluster --cloud aws --service eks"", ""explanation"": ""Create EKS cluster using vxcli""}"
vxcli deploy AKS on Azure,execute_cli,cli,vxcli deploy --app mycluster --cloud azure --service kubernetes,deploy,,"vxcli,deploy,azure,aks","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app mycluster --cloud azure --service kubernetes"", ""explanation"": ""Deploy AKS on Azure using vxcli""}"
Use vx to deploy GKE cluster,execute_cli,cli,vxcli deploy --app mycluster --cloud gcp --service kubernetes,deploy,,"vxcli,deploy,gcp,gke","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app mycluster --cloud gcp --service kubernetes"", ""explanation"": ""Deploy GKE on GCP using vxcli""}"
vxcli deploy Lambda function,execute_cli,cli,vxcli deploy --app myfunc --cloud aws --service serverless,deploy,,"vxcli,deploy,aws,lambda,serverless","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myfunc --cloud aws --service serverless"", ""explanation"": ""Deploy Lambda function using vxcli""}"
Use vx to create serverless function,execute_cli,cli,vxcli deploy --app myfunc --cloud aws --service lambda,deploy,,"vxcli,deploy,aws,lambda","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myfunc --cloud aws --service lambda"", ""explanation"": ""Create serverless function using vxcli""}"
vxcli deploy Docker container,execute_cli,cli,vxcli deploy --app myapp --cloud aws --service docker,deploy,,"vxcli,deploy,docker,container","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myapp --cloud aws --service docker"", ""explanation"": ""Deploy Docker container using vxcli""}"
vxcli deploy S3 bucket,execute_cli,cli,vxcli deploy --app mybucket --cloud aws --service s3,deploy,,"vxcli,deploy,aws,s3","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app mybucket --cloud aws --service s3"", ""explanation"": ""Create S3 bucket using vxcli""}"
Use vx to create RDS database,execute_cli,cli,vxcli deploy --app mydb --cloud aws --service rds,deploy,,"vxcli,deploy,aws,rds,database","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app mydb --cloud aws --service rds"", ""explanation"": ""Create RDS database using vxcli""}"
vxcli deploy VPC network,execute_cli,cli,vxcli deploy --app myvpc --cloud aws --service vpc,deploy,,"vxcli,deploy,aws,vpc,network","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myvpc --cloud aws --service vpc"", ""explanation"": ""Deploy VPC using vxcli""}"
Use vx to set up a load balancer,execute_cli,cli,vxcli deploy --app mylb --cloud aws --service loadbalancer,deploy,,"vxcli,deploy,aws,loadbalancer","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app mylb --cloud aws --service loadbalancer"", ""explanation"": ""Create load balancer using vxcli""}"
vxcli deploy ECS service,execute_cli,cli,vxcli deploy --app myservice --cloud aws --service ecs,deploy,,"vxcli,deploy,aws,ecs","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myservice --cloud aws --service ecs"", ""explanation"": ""Deploy ECS service using vxcli""}"
Use vx to deploy DynamoDB table,execute_cli,cli,vxcli deploy --app mytable --cloud aws --service dynamodb,deploy,,"vxcli,deploy,aws,dynamodb","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app mytable --cloud aws --service dynamodb"", ""explanation"": ""Deploy DynamoDB using vxcli""}"
vxcli deploy with dry run first,execute_cli,cli,vxcli deploy --app myapp --cloud aws --service ec2 --dry-run,deploy,,"vxcli,deploy,dry-run","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myapp --cloud aws --service ec2 --dry-run"", ""explanation"": ""Preview deployment using vxcli dry run""}"
Use vx to deploy to production,execute_cli,cli,vxcli deploy --app myapp --cloud aws --service ec2 --env production,deploy,,"vxcli,deploy,production","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myapp --cloud aws --service ec2 --env production"", ""explanation"": ""Deploy to production using vxcli""}"
vxcli deploy with t3.large instance,execute_cli,cli,vxcli deploy --app myapp --cloud aws --service ec2 --instance-type t3.large,deploy,,"vxcli,deploy,instance-type","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myapp --cloud aws --service ec2 --instance-type t3.large"", ""explanation"": ""Deploy with t3.large using vxcli""}"
Use vx to deploy in eu-west-1,execute_cli,cli,vxcli deploy --app myapp --cloud aws --service ec2 --region eu-west-1,deploy,,"vxcli,deploy,region","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myapp --cloud aws --service ec2 --region eu-west-1"", ""explanation"": ""Deploy in eu-west-1 using vxcli""}"
vxcli deploy with auto-scaling,execute_cli,cli,vxcli deploy --app myapp --cloud aws --service ec2 --auto-scale,deploy,,"vxcli,deploy,autoscale","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myapp --cloud aws --service ec2 --auto-scale"", ""explanation"": ""Deploy with auto-scaling using vxcli""}"
vxcli deploy docker image with 3 replicas,execute_cli,cli,vxcli deploy --app myapp --cloud aws --service docker --image myapp:latest --replicas 3,deploy,,"vxcli,deploy,docker,replicas","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myapp --cloud aws --service docker --image myapp:latest --replicas 3"", ""explanation"": ""Deploy Docker with replicas using vxcli""}"
Use vx to deploy instanodebox,execute_cli,cli,vxcli deploy --app mybox --cloud valtunox --service instanodebox,deploy,,"vxcli,deploy,instanodebox","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app mybox --cloud valtunox --service instanodebox"", ""explanation"": ""Deploy InstaNodeBox using vxcli""}"
vxcli deploy SNS topic,execute_cli,cli,vxcli deploy --app mytopic --cloud aws --service sns,deploy,,"vxcli,deploy,aws,sns","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app mytopic --cloud aws --service sns"", ""explanation"": ""Deploy SNS topic using vxcli""}"
Use vx to deploy SQS queue,execute_cli,cli,vxcli deploy --app myqueue --cloud aws --service sqs,deploy,,"vxcli,deploy,aws,sqs","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myqueue --cloud aws --service sqs"", ""explanation"": ""Deploy SQS queue using vxcli""}"
vxcli deploy IAM security,execute_cli,cli,vxcli deploy --app myiam --cloud aws --service iam,deploy,,"vxcli,deploy,aws,iam","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myiam --cloud aws --service iam"", ""explanation"": ""Deploy IAM using vxcli""}"
Use vx to deploy keypair,execute_cli,cli,vxcli deploy --app mykey --cloud aws --service keypair,deploy,,"vxcli,deploy,aws,keypair","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app mykey --cloud aws --service keypair"", ""explanation"": ""Deploy keypair using vxcli""}"
vxcli deploy CDN with CloudFront,execute_cli,cli,vxcli deploy --app mycdn --cloud aws --service cdn,deploy,,"vxcli,deploy,aws,cdn","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app mycdn --cloud aws --service cdn"", ""explanation"": ""Deploy CDN using vxcli""}"
Use vx to deploy webapp,execute_cli,cli,vxcli deploy --app mywebapp --cloud aws --service webapp,deploy,,"vxcli,deploy,webapp","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app mywebapp --cloud aws --service webapp"", ""explanation"": ""Deploy webapp using vxcli""}"
vxcli deploy microservices API,execute_cli,cli,vxcli deploy --app myapi --cloud aws --service microservices,deploy,,"vxcli,deploy,microservices","{""action"": ""execute_cli"", ""command"": ""vxcli deploy --app myapi --cloud aws --service microservices"", ""explanation"": ""Deploy microservices using vxcli""}"
Use vx vm shortcut,execute_cli,cli,vxcli vm --app myvm --cloud aws,shortcut,,"vxcli,vm,shortcut","{""action"": ""execute_cli"", ""command"": ""vxcli vm --app myvm --cloud aws"", ""explanation"": ""Quick VM creation using vxcli shortcut""}"
vxcli vm on Azure,execute_cli,cli,vxcli vm --app myvm --cloud azure,shortcut,,"vxcli,vm,azure,shortcut","{""action"": ""execute_cli"", ""command"": ""vxcli vm --app myvm --cloud azure"", ""explanation"": ""Quick Azure VM using vxcli shortcut""}"
Use vx kubernetes shortcut,execute_cli,cli,vxcli kubernetes --app mycluster --cloud aws,shortcut,,"vxcli,kubernetes,shortcut","{""action"": ""execute_cli"", ""command"": ""vxcli kubernetes --app mycluster --cloud aws"", ""explanation"": ""Quick K8s cluster using vxcli shortcut""}"
vxcli serverless shortcut,execute_cli,cli,vxcli serverless --app myfunc --cloud aws,shortcut,,"vxcli,serverless,shortcut","{""action"": ""execute_cli"", ""command"": ""vxcli serverless --app myfunc --cloud aws"", ""explanation"": ""Quick serverless using vxcli shortcut""}"
Use vx storage shortcut,execute_cli,cli,vxcli storage --app mybucket --cloud aws,shortcut,,"vxcli,storage,shortcut","{""action"": ""execute_cli"", ""command"": ""vxcli storage --app mybucket --cloud aws"", ""explanation"": ""Quick storage using vxcli shortcut""}"
vxcli network shortcut,execute_cli,cli,vxcli network --app mynet --cloud aws,shortcut,,"vxcli,network,shortcut","{""action"": ""execute_cli"", ""command"": ""vxcli network --app mynet --cloud aws"", ""explanation"": ""Quick network using vxcli shortcut""}"
Use vx docker shortcut,execute_cli,cli,vxcli docker --app mycontainer --cloud aws,shortcut,,"vxcli,docker,shortcut","{""action"": ""execute_cli"", ""command"": ""vxcli docker --app mycontainer --cloud aws"", ""explanation"": ""Quick Docker deploy using vxcli shortcut""}"
vxcli instanodebox shortcut,execute_cli,cli,vxcli instanodebox --app mybox,shortcut,,"vxcli,instanodebox,shortcut","{""action"": ""execute_cli"", ""command"": ""vxcli instanodebox --app mybox"", ""explanation"": ""Quick InstaNodeBox using vxcli shortcut""}"
vxcli agent git commit my changes,execute_cli,cli,"vxcli agent git --prompt ""commit all my changes with a smart message""",agent,,"vxcli,agent,git,commit","{""action"": ""execute_cli"", ""command"": ""vxcli agent git --prompt \""commit all my changes with a smart message\"""", ""explanation"": ""AI git commit using vxcli agent""}"
Use vx agent git to commit,execute_cli,cli,"vxcli agent git --prompt ""commit all changes""",agent,,"vxcli,agent,git,commit","{""action"": ""execute_cli"", ""command"": ""vxcli agent git --prompt \""commit all changes\"""", ""explanation"": ""AI git commit using vxcli""}"
vxcli agent git create a branch and push,execute_cli,cli,"vxcli agent git --prompt ""create a feat/oauth branch and push to origin""",agent,,"vxcli,agent,git,branch,push","{""action"": ""execute_cli"", ""command"": ""vxcli agent git --prompt \""create a feat/oauth branch and push to origin\"""", ""explanation"": ""AI git branch and push using vxcli""}"
Use vx git agent to create a pull request,execute_cli,cli,"vxcli agent git --prompt ""create a PR from feat/auth to main"" --git-token $GITHUB_TOKEN",agent,,"vxcli,agent,git,pr","{""action"": ""execute_cli"", ""command"": ""vxcli agent git --prompt \""create a PR from feat/auth to main\"" --git-token $GITHUB_TOKEN"", ""explanation"": ""AI PR creation using vxcli git agent""}"
vxcli agent git analyze my repo,execute_cli,cli,"vxcli agent git --prompt ""analyze recent commits and summarize changes""",agent,,"vxcli,agent,git,analyze","{""action"": ""execute_cli"", ""command"": ""vxcli agent git --prompt \""analyze recent commits and summarize changes\"""", ""explanation"": ""AI git analysis using vxcli""}"
Use vx agent git with verbose output,execute_cli,cli,"vxcli agent git --prompt ""review my staged changes"" --verbose",agent,,"vxcli,agent,git,verbose","{""action"": ""execute_cli"", ""command"": ""vxcli agent git --prompt \""review my staged changes\"" --verbose"", ""explanation"": ""AI git review with verbose trace using vxcli""}"
vxcli agent git with json output,execute_cli,cli,"vxcli agent git --prompt ""show git status"" --json",agent,,"vxcli,agent,git,json","{""action"": ""execute_cli"", ""command"": ""vxcli agent git --prompt \""show git status\"" --json"", ""explanation"": ""AI git status as JSON using vxcli""}"
Use vx agent git with openai provider,execute_cli,cli,"vxcli agent git --prompt ""commit changes"" --provider openai",agent,,"vxcli,agent,git,openai","{""action"": ""execute_cli"", ""command"": ""vxcli agent git --prompt \""commit changes\"" --provider openai"", ""explanation"": ""AI git commit with OpenAI using vxcli""}"
vxcli agent git with anthropic,execute_cli,cli,"vxcli agent git --prompt ""create a PR"" --provider anthropic",agent,,"vxcli,agent,git,anthropic","{""action"": ""execute_cli"", ""command"": ""vxcli agent git --prompt \""create a PR\"" --provider anthropic"", ""explanation"": ""AI git PR with Anthropic using vxcli""}"
vxcli agent devops deploy my app,execute_cli,cli,"vxcli agent devops --prompt ""deploy my app to Docker and push code to GitHub"" --stream",agent,,"vxcli,agent,devops,deploy","{""action"": ""execute_cli"", ""command"": ""vxcli agent devops --prompt \""deploy my app to Docker and push code to GitHub\"" --stream"", ""explanation"": ""AI DevOps deploy using vxcli agent""}"
Use vx devops agent to set up infrastructure,execute_cli,cli,"vxcli agent devops --prompt ""set up production infrastructure on AWS""",agent,,"vxcli,agent,devops,infra","{""action"": ""execute_cli"", ""command"": ""vxcli agent devops --prompt \""set up production infrastructure on AWS\"""", ""explanation"": ""AI DevOps infrastructure setup using vxcli""}"
vxcli agent devops restart containers,execute_cli,cli,"vxcli agent devops --prompt ""restart all stopped containers and show logs""",agent,,"vxcli,agent,devops,docker","{""action"": ""execute_cli"", ""command"": ""vxcli agent devops --prompt \""restart all stopped containers and show logs\"""", ""explanation"": ""AI DevOps Docker management using vxcli""}"
Use vx devops agent to generate CI pipeline,execute_cli,cli,"vxcli agent devops --prompt ""analyze this repo and generate a GitHub Actions CI pipeline""",agent,,"vxcli,agent,devops,cicd","{""action"": ""execute_cli"", ""command"": ""vxcli agent devops --prompt \""analyze this repo and generate a GitHub Actions CI pipeline\"""", ""explanation"": ""AI DevOps CI/CD generation using vxcli""}"
vxcli agent devops with streaming,execute_cli,cli,"vxcli agent devops --prompt ""deploy to kubernetes"" --stream --verbose",agent,,"vxcli,agent,devops,stream","{""action"": ""execute_cli"", ""command"": ""vxcli agent devops --prompt \""deploy to kubernetes\"" --stream --verbose"", ""explanation"": ""AI DevOps deploy with streaming using vxcli""}"
Use vx agent devops with custom API,execute_cli,cli,"vxcli agent devops --prompt ""provision a new VM"" --api-url https://api.valtunox.com --api-token mytoken",agent,,"vxcli,agent,devops,api","{""action"": ""execute_cli"", ""command"": ""vxcli agent devops --prompt \""provision a new VM\"" --api-url https://api.valtunox.com --api-token mytoken"", ""explanation"": ""AI DevOps VM provision with custom API using vxcli""}"
vxcli agent parallel infra review,execute_cli,cli,"vxcli agent parallel --preset infra-review --prompt ""Review our AWS Terraform config""",agent,,"vxcli,agent,parallel,infra-review","{""action"": ""execute_cli"", ""command"": ""vxcli agent parallel --preset infra-review --prompt \""Review our AWS Terraform config\"""", ""explanation"": ""Parallel infra review using vxcli (security + cost + reliability)""}"
Use vx parallel agent for infrastructure review,execute_cli,cli,"vxcli agent parallel --preset infra-review --prompt ""Analyze our cloud infrastructure""",agent,,"vxcli,agent,parallel,infra-review","{""action"": ""execute_cli"", ""command"": ""vxcli agent parallel --preset infra-review --prompt \""Analyze our cloud infrastructure\"""", ""explanation"": ""Parallel infra analysis using vxcli""}"
vxcli agent parallel to review my Terraform,execute_cli,cli,"vxcli agent parallel --preset infra-review --prompt ""Review Terraform modules for security issues""",agent,,"vxcli,agent,parallel,infra-review,terraform","{""action"": ""execute_cli"", ""command"": ""vxcli agent parallel --preset infra-review --prompt \""Review Terraform modules for security issues\"""", ""explanation"": ""Parallel Terraform review using vxcli""}"
vxcli agent parallel PR review,execute_cli,cli,"vxcli agent parallel --preset pr-review --prompt ""Review recent changes in this repo""",agent,,"vxcli,agent,parallel,pr-review","{""action"": ""execute_cli"", ""command"": ""vxcli agent parallel --preset pr-review --prompt \""Review recent changes in this repo\"""", ""explanation"": ""Parallel PR review using vxcli (code quality + security + architecture)""}"
Use vx parallel agent to review my pull request,execute_cli,cli,"vxcli agent parallel --preset pr-review --prompt ""Review the latest PR for code quality""",agent,,"vxcli,agent,parallel,pr-review","{""action"": ""execute_cli"", ""command"": ""vxcli agent parallel --preset pr-review --prompt \""Review the latest PR for code quality\"""", ""explanation"": ""Parallel PR review using vxcli""}"
vxcli agent parallel code review,execute_cli,cli,"vxcli agent parallel --preset pr-review --prompt ""Review this codebase for best practices""",agent,,"vxcli,agent,parallel,pr-review,code","{""action"": ""execute_cli"", ""command"": ""vxcli agent parallel --preset pr-review --prompt \""Review this codebase for best practices\"""", ""explanation"": ""Parallel code review using vxcli""}"
vxcli agent parallel incident response,execute_cli,cli,"vxcli agent parallel --preset incident-response --prompt ""Our API is returning 500 errors investigate""",agent,,"vxcli,agent,parallel,incident-response","{""action"": ""execute_cli"", ""command"": ""vxcli agent parallel --preset incident-response --prompt \""Our API is returning 500 errors investigate\"""", ""explanation"": ""Parallel incident response using vxcli (logs + infra + remediation)""}"
Use vx parallel agent for incident investigation,execute_cli,cli,"vxcli agent parallel --preset incident-response --prompt ""Production is down help me debug""",agent,,"vxcli,agent,parallel,incident-response","{""action"": ""execute_cli"", ""command"": ""vxcli agent parallel --preset incident-response --prompt \""Production is down help me debug\"""", ""explanation"": ""Parallel incident investigation using vxcli""}"
vxcli agent parallel to debug a production issue,execute_cli,cli,"vxcli agent parallel --preset incident-response --prompt ""Database connections timing out investigate""",agent,,"vxcli,agent,parallel,incident-response,debug","{""action"": ""execute_cli"", ""command"": ""vxcli agent parallel --preset incident-response --prompt \""Database connections timing out investigate\"""", ""explanation"": ""Parallel production debugging using vxcli""}"
vxcli agent parallel multi-region check,execute_cli,cli,"vxcli agent parallel --preset multi-region --prompt ""Check health across all regions""",agent,,"vxcli,agent,parallel,multi-region","{""action"": ""execute_cli"", ""command"": ""vxcli agent parallel --preset multi-region --prompt \""Check health across all regions\"""", ""explanation"": ""Parallel multi-region health check using vxcli""}"
Use vx parallel agent for multi-region health,execute_cli,cli,"vxcli agent parallel --preset multi-region --prompt ""Verify our services are healthy in all regions""",agent,,"vxcli,agent,parallel,multi-region","{""action"": ""execute_cli"", ""command"": ""vxcli agent parallel --preset multi-region --prompt \""Verify our services are healthy in all regions\"""", ""explanation"": ""Parallel multi-region check using vxcli""}"
vxcli agent parallel research,execute_cli,cli,"vxcli agent parallel --preset research --prompt ""Compare K8s vs ECS for our use case""",agent,,"vxcli,agent,parallel,research","{""action"": ""execute_cli"", ""command"": ""vxcli agent parallel --preset research --prompt \""Compare K8s vs ECS for our use case\"""", ""explanation"": ""Parallel deep research using vxcli (Claude + GPT + Gemini)""}"
