prompt,intent,action_type,path,category,args,tags,action_json
Create an agentic workflow to onboard healthcare tenant with HIPAA compliance,workflow_agentic,agentic,,workflow,,"workflow,agentic,healthcare,hipaa","{""action"": ""workflow_agentic"", ""intent"": ""Onboard healthcare tenant with HIPAA-compliant baseline: encrypted VPC, audited EKS, KMS, CIS + HIPAA scan, observability, cost tagging."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""SupervisorAgent"", ""role"": ""plan""}, {""name"": ""ProvisioningAgent"", ""role"": ""provision_aws_hipaa"", ""tasks"": [""vpc"", ""eks"", ""kms""]}, {""name"": ""SecurityAgent"", ""role"": ""hipaa_scan""}, {""name"": ""ComplianceAgent"", ""role"": ""hipaa_attestation""}, {""name"": ""ObservabilityAgent"", ""role"": ""audit_logs""}, {""name"": ""FinOpsAgent"", ""role"": ""tag_cost_center""}], ""explanation"": ""HIPAA-compliant tenant onboarding agentic workflow.""}"
Onboard fintech tenant with PCI-DSS compliance and segregated networks,workflow_agentic,agentic,,workflow,,"workflow,agentic,fintech,pci","{""action"": ""workflow_agentic"", ""intent"": ""Onboard fintech tenant with PCI-DSS baseline: segregated VPCs, dedicated DBs, CIS + PCI scan, immutable logging."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""SupervisorAgent"", ""role"": ""plan""}, {""name"": ""ProvisioningAgent"", ""role"": ""provision_pci""}, {""name"": ""SecurityAgent"", ""role"": ""pci_scan""}, {""name"": ""ComplianceAgent"", ""role"": ""pci_attestation""}, {""name"": ""ObservabilityAgent"", ""role"": ""immutable_logs""}, {""name"": ""FinOpsAgent"", ""role"": ""tag_cost_center""}], ""explanation"": ""PCI-DSS fintech tenant onboarding.""}"
Spin up a complete e-commerce tenant with VPC RDS Redis CDN load balancer and observability,workflow_agentic,agentic,,workflow,,"workflow,agentic,ecommerce","{""action"": ""workflow_agentic"", ""intent"": ""Provision e-commerce tenant: VPC, RDS, Redis cache, CloudFront CDN, ALB, observability stack."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""SupervisorAgent"", ""role"": ""plan""}, {""name"": ""ProvisioningAgent"", ""role"": ""provision_aws"", ""tasks"": [""vpc"", ""rds"", ""elasticache"", ""cloudfront"", ""alb""]}, {""name"": ""ObservabilityAgent"", ""role"": ""deploy_prometheus_grafana""}, {""name"": ""FinOpsAgent"", ""role"": ""tag_cost_center""}], ""explanation"": ""E-commerce tenant agentic workflow.""}"
Deploy a SaaS tenant with multi-tenant database and per-tenant subdomain on Cloudflare,workflow_agentic,agentic,,workflow,,"workflow,agentic,saas,cloudflare,multitenant","{""action"": ""workflow_agentic"", ""intent"": ""Provision SaaS tenant: multi-tenant Aurora cluster, per-tenant Cloudflare subdomain + WAF + DNS records, observability."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""SupervisorAgent"", ""role"": ""plan""}, {""name"": ""ProvisioningAgent"", ""role"": ""provision_aws"", ""tasks"": [""aurora""]}, {""name"": ""DNSAgent"", ""role"": ""provision_cloudflare"", ""tasks"": [""dns_record"", ""waf_rule""]}, {""name"": ""ObservabilityAgent"", ""role"": ""deploy_observability""}, {""name"": ""FinOpsAgent"", ""role"": ""tag_cost_center""}], ""explanation"": ""SaaS tenant agentic workflow with DNSAgent.""}"
Build an agentic workflow that backs up all tenant databases nightly and verifies restore weekly,workflow_agentic,agentic,,workflow,,"workflow,agentic,backup,disaster_recovery","{""action"": ""workflow_agentic"", ""intent"": ""Nightly backup of all tenant databases + weekly restore verification."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""schedule"": ""0 2 * * *"", ""agents"": [{""name"": ""SupervisorAgent"", ""role"": ""plan""}, {""name"": ""BackupAgent"", ""role"": ""snapshot_databases""}, {""name"": ""DRAgent"", ""role"": ""verify_restore"", ""schedule"": ""weekly""}, {""name"": ""NotificationAgent"", ""role"": ""report_status""}], ""explanation"": ""Nightly backup + weekly restore-verification agentic workflow.""}"
Run a daily agentic security audit across every tenant and email findings,workflow_agentic,agentic,,workflow,,"workflow,agentic,security_audit,daily","{""action"": ""workflow_agentic"", ""intent"": ""Daily security audit across all tenants: CIS benchmark, secrets scan, IAM drift detection, email findings to security team."", ""tenant_id"": ""*"", ""canvas"": true, ""schedule"": ""0 8 * * *"", ""agents"": [{""name"": ""SupervisorAgent"", ""role"": ""plan""}, {""name"": ""SecurityAgent"", ""role"": ""cis_scan""}, {""name"": ""SecretsAgent"", ""role"": ""scan_secrets""}, {""name"": ""IAMAgent"", ""role"": ""iam_drift""}, {""name"": ""NotificationAgent"", ""role"": ""email_report""}], ""explanation"": ""Daily fleet-wide agentic security audit.""}"
Create an agentic FinOps workflow that tags all resources weekly and reports drift,workflow_agentic,agentic,,workflow,,"workflow,agentic,finops,tagging","{""action"": ""workflow_agentic"", ""intent"": ""Weekly FinOps sweep: tag every resource with cost center, detect untagged resources, report cost drift."", ""tenant_id"": ""*"", ""canvas"": true, ""schedule"": ""0 6 * * MON"", ""agents"": [{""name"": ""SupervisorAgent"", ""role"": ""plan""}, {""name"": ""FinOpsAgent"", ""role"": ""tag_audit""}, {""name"": ""FinOpsAgent"", ""role"": ""cost_drift_report""}, {""name"": ""NotificationAgent"", ""role"": ""email_report""}], ""explanation"": ""Weekly agentic FinOps sweep.""}"
Provision a developer sandbox tenant and auto-cleanup unused resources after 7 days,workflow_agentic,agentic,,workflow,,"workflow,agentic,sandbox,cleanup","{""action"": ""workflow_agentic"", ""intent"": ""Provision dev sandbox + auto-cleanup unused resources after 7 days."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""SupervisorAgent"", ""role"": ""plan""}, {""name"": ""ProvisioningAgent"", ""role"": ""provision_sandbox""}, {""name"": ""SchedulerAgent"", ""role"": ""auto_cleanup"", ""ttl_days"": 7}, {""name"": ""FinOpsAgent"", ""role"": ""tag_cost_center""}], ""explanation"": ""Sandbox + auto-cleanup agentic workflow.""}"
Deploy a Node.js app with database cache CDN and CI/CD as an agentic workflow,workflow_agentic,agentic,,workflow,,"workflow,agentic,nodejs,fullstack","{""action"": ""workflow_agentic"", ""intent"": ""Provision Node.js app: VPC, RDS, Redis, CloudFront, GitHub Actions CI/CD pipeline."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""SupervisorAgent"", ""role"": ""plan""}, {""name"": ""ProvisioningAgent"", ""role"": ""provision_aws"", ""tasks"": [""vpc"", ""rds"", ""elasticache"", ""cloudfront""]}, {""name"": ""DeployAgent"", ""role"": ""deploy_nodejs""}, {""name"": ""CICDAgent"", ""role"": ""github_actions""}, {""name"": ""ObservabilityAgent"", ""role"": ""deploy_observability""}], ""explanation"": ""Full-stack Node.js agentic workflow.""}"
Create an agentic workflow for deploying ML model with GPU nodes Triton server and monitoring,workflow_agentic,agentic,,workflow,,"workflow,agentic,ml,triton","{""action"": ""workflow_agentic"", ""intent"": ""Deploy ML model: GPU EC2 / EKS GPU nodes, Triton server, model registry, observability."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""SupervisorAgent"", ""role"": ""plan""}, {""name"": ""ProvisioningAgent"", ""role"": ""provision_gpu_eks""}, {""name"": ""DeployAgent"", ""role"": ""deploy_triton""}, {""name"": ""MLOpsAgent"", ""role"": ""register_model""}, {""name"": ""ObservabilityAgent"", ""role"": ""deploy_observability""}], ""explanation"": ""ML model deployment agentic workflow.""}"
Use the SupervisorAgent to plan a tenant onboarding,workflow_agentic,agentic,,workflow,,"workflow,agentic,supervisor","{""action"": ""workflow_agentic"", ""intent"": ""SupervisorAgent plans tenant onboarding from a high-level spec."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""SupervisorAgent"", ""role"": ""plan""}], ""explanation"": ""SupervisorAgent-only planning step. Subsequent agents are spawned by the plan it returns.""}"
Spawn ProvisioningAgent to create EKS cluster on AWS,workflow_agentic,agentic,,workflow,,"workflow,agentic,provisioning,eks","{""action"": ""workflow_agentic"", ""intent"": ""Spawn ProvisioningAgent to create an EKS cluster on AWS."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""ProvisioningAgent"", ""role"": ""provision_eks""}], ""explanation"": ""Single-agent EKS provisioning step.""}"
Run SecurityAgent to do a CIS benchmark scan on tenant infrastructure,workflow_agentic,agentic,,workflow,,"workflow,agentic,security,cis","{""action"": ""workflow_agentic"", ""intent"": ""SecurityAgent runs CIS benchmark scan against the tenant's account."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""SecurityAgent"", ""role"": ""cis_scan""}], ""explanation"": ""SecurityAgent CIS scan step.""}"
Deploy ObservabilityAgent to install Prometheus and Grafana on the cluster,workflow_agentic,agentic,,workflow,,"workflow,agentic,observability","{""action"": ""workflow_agentic"", ""intent"": ""ObservabilityAgent deploys Prometheus + Grafana onto the tenant cluster."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""ObservabilityAgent"", ""role"": ""deploy_prometheus_grafana""}], ""explanation"": ""ObservabilityAgent deployment step.""}"
Have FinOpsAgent tag every tenant resource with cost center,workflow_agentic,agentic,,workflow,,"workflow,agentic,finops","{""action"": ""workflow_agentic"", ""intent"": ""FinOpsAgent tags all tenant resources with their cost center."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""FinOpsAgent"", ""role"": ""tag_cost_center""}], ""explanation"": ""FinOpsAgent tagging sweep.""}"
Use NotificationAgent to email a provisioning report to the tenant admin,workflow_agentic,agentic,,workflow,,"workflow,agentic,notification","{""action"": ""workflow_agentic"", ""intent"": ""NotificationAgent emails the provisioning report to the tenant admin."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""NotificationAgent"", ""role"": ""email_report""}], ""explanation"": ""Single-agent notification step.""}"
Have SLOAgent set alert and escalation policies for the tenant,workflow_agentic,agentic,,workflow,,"workflow,agentic,slo","{""action"": ""workflow_agentic"", ""intent"": ""SLOAgent configures SLO alerts and escalation policies for the tenant's services."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""SLOAgent"", ""role"": ""set_slo_alerts""}], ""explanation"": ""SLOAgent step.""}"
Use BackupAgent to snapshot the tenant database hourly,workflow_agentic,agentic,,workflow,,"workflow,agentic,backup","{""action"": ""workflow_agentic"", ""intent"": ""BackupAgent snapshots the tenant database every hour."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""schedule"": ""0 * * * *"", ""agents"": [{""name"": ""BackupAgent"", ""role"": ""snapshot_databases""}], ""explanation"": ""Hourly BackupAgent step.""}"
Spawn DRAgent to verify last week's backup is restorable,workflow_agentic,agentic,,workflow,,"workflow,agentic,disaster_recovery","{""action"": ""workflow_agentic"", ""intent"": ""DRAgent verifies the previous week's backup is restorable."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""DRAgent"", ""role"": ""verify_restore""}], ""explanation"": ""DRAgent verification step.""}"
Have ComplianceAgent produce HIPAA attestation for the tenant,workflow_agentic,agentic,,workflow,,"workflow,agentic,compliance,hipaa","{""action"": ""workflow_agentic"", ""intent"": ""ComplianceAgent produces a HIPAA attestation report for the tenant."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""ComplianceAgent"", ""role"": ""hipaa_attestation""}], ""explanation"": ""HIPAA attestation step.""}"
Use DNSAgent to add a Cloudflare subdomain for the tenant,workflow_agentic,agentic,,workflow,,"workflow,agentic,dns,cloudflare","{""action"": ""workflow_agentic"", ""intent"": ""DNSAgent adds a Cloudflare subdomain + WAF rule for the tenant."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""DNSAgent"", ""role"": ""provision_cloudflare"", ""tasks"": [""dns_record"", ""waf_rule""]}], ""explanation"": ""DNSAgent Cloudflare setup.""}"
Spawn DeployAgent to push the latest container image to the tenant cluster,workflow_agentic,agentic,,workflow,,"workflow,agentic,deploy","{""action"": ""workflow_agentic"", ""intent"": ""DeployAgent rolls out the latest container image to the tenant's EKS cluster."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""DeployAgent"", ""role"": ""rolling_deploy""}], ""explanation"": ""DeployAgent rolling deploy step.""}"
Use CICDAgent to set up GitHub Actions for the tenant repo,workflow_agentic,agentic,,workflow,,"workflow,agentic,cicd,github","{""action"": ""workflow_agentic"", ""intent"": ""CICDAgent generates GitHub Actions workflow for the tenant repository."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""CICDAgent"", ""role"": ""github_actions""}], ""explanation"": ""CICDAgent setup step.""}"
Have IAMAgent rotate every credential older than 90 days,workflow_agentic,agentic,,workflow,,"workflow,agentic,iam,rotation","{""action"": ""workflow_agentic"", ""intent"": ""IAMAgent rotates every credential older than 90 days."", ""tenant_id"": ""*"", ""canvas"": true, ""schedule"": ""0 4 * * SUN"", ""agents"": [{""name"": ""IAMAgent"", ""role"": ""rotate_credentials"", ""max_age_days"": 90}], ""explanation"": ""Weekly credential rotation step.""}"
Run SchedulerAgent to delete unused VMs after 7 days idle,workflow_agentic,agentic,,workflow,,"workflow,agentic,scheduler,cleanup","{""action"": ""workflow_agentic"", ""intent"": ""SchedulerAgent deletes VMs that have been idle for more than 7 days."", ""tenant_id"": ""*"", ""canvas"": true, ""schedule"": ""0 3 * * *"", ""agents"": [{""name"": ""SchedulerAgent"", ""role"": ""auto_cleanup"", ""idle_days"": 7}], ""explanation"": ""Daily idle-VM cleanup.""}"
Provision and observe and tag and notify in one agentic workflow,workflow_agentic,agentic,,workflow,,"workflow,agentic,4agents","{""action"": ""workflow_agentic"", ""intent"": ""Run provisioning + observability + cost tagging + notification as a single agentic workflow."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""agents"": [{""name"": ""SupervisorAgent"", ""role"": ""plan""}, {""name"": ""ProvisioningAgent"", ""role"": ""provision_aws""}, {""name"": ""ObservabilityAgent"", ""role"": ""deploy_observability""}, {""name"": ""FinOpsAgent"", ""role"": ""tag_cost_center""}, {""name"": ""NotificationAgent"", ""role"": ""email_report""}], ""explanation"": ""Four-stage agentic workflow.""}"
Build an agentic workflow that provisions security scans observability and FinOps in parallel waves,workflow_agentic,agentic,,workflow,,"workflow,agentic,parallel_waves","{""action"": ""workflow_agentic"", ""intent"": ""Run provisioning then security observability and FinOps as parallel waves."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""execution_strategy"": ""dag"", ""agents"": [{""name"": ""SupervisorAgent"", ""role"": ""plan"", ""wave"": 0}, {""name"": ""ProvisioningAgent"", ""role"": ""provision_aws"", ""wave"": 1}, {""name"": ""SecurityAgent"", ""role"": ""cis_scan"", ""wave"": 2}, {""name"": ""ObservabilityAgent"", ""role"": ""deploy_observability"", ""wave"": 2}, {""name"": ""FinOpsAgent"", ""role"": ""tag_cost_center"", ""wave"": 2}], ""explanation"": ""Wave-based DAG execution: wave 0 plan, wave 1 provision, wave 2 the rest in parallel.""}"
Create a sequential agentic workflow plan provision scan observe tag notify,workflow_agentic,agentic,,workflow,,"workflow,agentic,sequential","{""action"": ""workflow_agentic"", ""intent"": ""Sequential agentic workflow: plan, provision, scan, observe, tag, notify."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""execution_strategy"": ""sequential"", ""agents"": [{""name"": ""SupervisorAgent"", ""role"": ""plan""}, {""name"": ""ProvisioningAgent"", ""role"": ""provision_aws""}, {""name"": ""SecurityAgent"", ""role"": ""cis_scan""}, {""name"": ""ObservabilityAgent"", ""role"": ""deploy_observability""}, {""name"": ""FinOpsAgent"", ""role"": ""tag_cost_center""}, {""name"": ""NotificationAgent"", ""role"": ""email_report""}], ""explanation"": ""Sequential 6-step agentic workflow.""}"
Build an agentic workflow that runs three security tools in parallel and reduces findings,workflow_agentic,agentic,,workflow,,"workflow,agentic,parallel,security","{""action"": ""workflow_agentic"", ""intent"": ""Run trivy + checkov + tfsec in parallel and reduce their findings."", ""tenant_id"": ""<tenant>"", ""canvas"": true, ""execution_strategy"": ""parallel"", ""agents"": [{""name"": ""SecurityAgent"", ""role"": ""trivy_scan""}, {""name"": ""SecurityAgent"", ""role"": ""checkov_scan""}, {""name"": ""SecurityAgent"", ""role"": ""tfsec_scan""}, {""name"": ""ReducerAgent"", ""role"": ""merge_findings""}], ""explanation"": ""Parallel-then-reduce agentic security workflow.""}"
Onboard new tenant zenith-co with VPC EKS Prometheus Grafana cost tagging email report and SLO,workflow_agentic,agentic,,workflow,,"workflow,agentic,zenith,full","{""action"": ""workflow_agentic"", ""intent"": ""Full tenant onboarding for zenith-co with VPC + EKS + observability + FinOps + notification + SLO."", ""tenant_id"": ""zenith-co"", ""canvas"": true, ""agents"": [{""name"": ""SupervisorAgent"", ""role"": ""plan""}, {""name"": ""ProvisioningAgent"", ""role"": ""provision_aws"", ""tasks"": [""vpc"", ""eks""]}, {""name"": ""SecurityAgent"", ""role"": ""cis_scan""}, {""name"": ""ObservabilityAgent"", ""role"": ""deploy_prometheus_grafana""}, {""name"": ""FinOpsAgent"", ""role"": ""tag_cost_center""}, {""name"": ""NotificationAgent"", ""role"": ""email_report""}, {""name"": ""SLOAgent"", ""role"": ""set_slo_alerts""}], ""explanation"": ""Tenant zenith-co full onboarding.""}"
Show me the AgentWorkflow Python code for tenant onboarding,workflow_agentic_code,code,,workflow,,"workflow,agentic,python,code","{""action"": ""workflow_agentic_code"", ""intent"": ""Generate the AgentWorkflow Python stub for tenant onboarding."", ""language"": ""python"", ""code"": ""# This replaces an entire n8n workflow\nworkflow = AgentWorkflow(\n  intent=\""For every new tenant onboarded: Provision isolated VPC + EKS cluster on AWS, Run CIS benchmark security scan, Deploy Prometheus + Grafana observability, Tag all resources with tenant cost center, Email provisioning report to tenant admin, Set SLO alerts and escalation policies\"",\n  tenant_id=\""<tenant>\"",\n  canvas=True  # renders live execution DAG\n)\nworkflow.run()"", ""explanation"": ""Python AgentWorkflow stub the user can copy-paste.""}"
Generate the AgentWorkflow snippet for acme-corp tenant onboarding with all 5 agents,workflow_agentic_code,code,,workflow,,"workflow,agentic,python,acme","{""action"": ""workflow_agentic_code"", ""intent"": ""AgentWorkflow snippet for acme-corp."", ""language"": ""python"", ""tenant_id"": ""acme-corp"", ""code"": ""workflow = AgentWorkflow(\n  intent=\""Provision isolated VPC + EKS cluster on AWS, run CIS benchmark security scan, deploy Prometheus + Grafana observability, tag all resources with tenant cost center, email provisioning report to tenant admin, set SLO alerts and escalation policies\"",\n  tenant_id=\""acme-corp\"",\n  canvas=True\n)\nworkflow.run()"", ""explanation"": ""Tenant acme-corp AgentWorkflow stub.""}"
Show the AgentWorkflow Python code that uses 5 default agents,workflow_agentic_code,code,,workflow,,"workflow,agentic,python,5agents","{""action"": ""workflow_agentic_code"", ""intent"": ""Show AgentWorkflow snippet using SupervisorAgent ProvisioningAgent SecurityAgent ObservabilityAgent FinOpsAgent."", ""language"": ""python"", ""code"": ""workflow = AgentWorkflow(\n  intent=\""<your intent here>\"",\n  tenant_id=\""<tenant>\"",\n  canvas=True\n)\n# Default agents auto-selected by the SupervisorAgent based on intent:\n#   SupervisorAgent  - plans the run\n#   ProvisioningAgent - cloud resources\n#   SecurityAgent     - compliance scans\n#   ObservabilityAgent - metrics, logs, traces\n#   FinOpsAgent       - cost tagging + drift\nworkflow.run()"", ""explanation"": ""AgentWorkflow with the 5 default agents.""}"
