prompt,intent,action_type,path,category,args,tags,action_json
I need opencode installed,execute_script,script,ai/install_opencode.sh,ai,,"ai,cli,hermes,opencode","{""action"": ""execute"", ""type"": ""script"", ""path"": ""ai/install_opencode.sh"", ""explanation"": ""AI tools installation: install opencode""}"
Can you install opencode?,execute_script,script,ai/install_opencode.sh,ai,,"ai,cli,hermes,opencode","{""action"": ""execute"", ""type"": ""script"", ""path"": ""ai/install_opencode.sh"", ""explanation"": ""AI tools installation: install opencode""}"
Run c++/build_all.sh,execute_script,script,c++/build_all.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/build_all.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): build all""}"
Execute c++/build_all.sh on my server,execute_script,script,c++/build_all.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/build_all.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): build all""}"
Build All,execute_script,script,c++/build_all.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/build_all.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): build all""}"
Run build all,execute_script,script,c++/build_all.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/build_all.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): build all""}"
Run c++/install_all.sh,execute_script,script,c++/install_all.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_all.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install all""}"
Execute c++/install_all.sh on my server,execute_script,script,c++/install_all.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_all.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install all""}"
Install all,execute_script,script,c++/install_all.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_all.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install all""}"
Set up all on my server,execute_script,script,c++/install_all.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_all.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install all""}"
I need all installed,execute_script,script,c++/install_all.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_all.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install all""}"
Can you install all?,execute_script,script,c++/install_all.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_all.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install all""}"
Run c++/install_ids.sh,execute_script,script,c++/install_ids.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_ids.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install ids""}"
Execute c++/install_ids.sh on my server,execute_script,script,c++/install_ids.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_ids.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install ids""}"
Install ids,execute_script,script,c++/install_ids.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_ids.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install ids""}"
Set up ids on my server,execute_script,script,c++/install_ids.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_ids.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install ids""}"
I need ids installed,execute_script,script,c++/install_ids.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_ids.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install ids""}"
Can you install ids?,execute_script,script,c++/install_ids.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_ids.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install ids""}"
Run c++/install_srd.sh,execute_script,script,c++/install_srd.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_srd.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install srd""}"
Execute c++/install_srd.sh on my server,execute_script,script,c++/install_srd.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_srd.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install srd""}"
Install srd,execute_script,script,c++/install_srd.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_srd.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install srd""}"
Set up srd on my server,execute_script,script,c++/install_srd.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_srd.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install srd""}"
I need srd installed,execute_script,script,c++/install_srd.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_srd.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install srd""}"
Can you install srd?,execute_script,script,c++/install_srd.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/install_srd.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): install srd""}"
Run c++/logs.sh,execute_script,script,c++/logs.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/logs.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): logs""}"
Execute c++/logs.sh on my server,execute_script,script,c++/logs.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/logs.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): logs""}"
Logs,execute_script,script,c++/logs.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/logs.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): logs""}"
Run logs,execute_script,script,c++/logs.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/logs.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): logs""}"
Run c++/monitor.sh,execute_script,script,c++/monitor.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/monitor.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): monitor""}"
Execute c++/monitor.sh on my server,execute_script,script,c++/monitor.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/monitor.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): monitor""}"
Check monitor health,execute_script,script,c++/monitor.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/monitor.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): monitor""}"
Monitor monitor,execute_script,script,c++/monitor.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/monitor.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): monitor""}"
What's the status of monitor?,execute_script,script,c++/monitor.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/monitor.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): monitor""}"
Run c++/secure-remote-desktop/gen_cert.sh,execute_script,script,c++/secure-remote-desktop/gen_cert.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/secure-remote-desktop/gen_cert.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): gen cert""}"
Execute c++/secure-remote-desktop/gen_cert.sh on my server,execute_script,script,c++/secure-remote-desktop/gen_cert.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/secure-remote-desktop/gen_cert.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): gen cert""}"
Gen Cert,execute_script,script,c++/secure-remote-desktop/gen_cert.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/secure-remote-desktop/gen_cert.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): gen cert""}"
Run gen cert,execute_script,script,c++/secure-remote-desktop/gen_cert.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/secure-remote-desktop/gen_cert.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): gen cert""}"
Run c++/start.sh,execute_script,script,c++/start.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/start.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): start""}"
Execute c++/start.sh on my server,execute_script,script,c++/start.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/start.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): start""}"
Start,execute_script,script,c++/start.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/start.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): start""}"
Run start,execute_script,script,c++/start.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/start.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): start""}"
Run c++/status.sh,execute_script,script,c++/status.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/status.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): status""}"
Execute c++/status.sh on my server,execute_script,script,c++/status.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/status.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): status""}"
Check status health,execute_script,script,c++/status.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/status.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): status""}"
Monitor status,execute_script,script,c++/status.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/status.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): status""}"
What's the status of status?,execute_script,script,c++/status.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/status.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): status""}"
Run c++/stop.sh,execute_script,script,c++/stop.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/stop.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): stop""}"
Execute c++/stop.sh on my server,execute_script,script,c++/stop.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/stop.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): stop""}"
Stop,execute_script,script,c++/stop.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/stop.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): stop""}"
Run stop,execute_script,script,c++/stop.sh,c++,,"c++,security,ids,monitor","{""action"": ""execute"", ""type"": ""script"", ""path"": ""c++/stop.sh"", ""explanation"": ""C++ security tools (IDS, monitoring): stop""}"
Run centos/firewall_config.sh,execute_script,script,centos/firewall_config.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/firewall_config.sh"", ""explanation"": ""CentOS system administration: firewall config""}"
Execute centos/firewall_config.sh on my server,execute_script,script,centos/firewall_config.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/firewall_config.sh"", ""explanation"": ""CentOS system administration: firewall config""}"
Firewall Config,execute_script,script,centos/firewall_config.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/firewall_config.sh"", ""explanation"": ""CentOS system administration: firewall config""}"
Run firewall config,execute_script,script,centos/firewall_config.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/firewall_config.sh"", ""explanation"": ""CentOS system administration: firewall config""}"
Run centos/install_apacche2.sh,execute_script,script,centos/install_apacche2.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_apacche2.sh"", ""explanation"": ""CentOS system administration: install apacche2""}"
Execute centos/install_apacche2.sh on my server,execute_script,script,centos/install_apacche2.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_apacche2.sh"", ""explanation"": ""CentOS system administration: install apacche2""}"
Install apacche2,execute_script,script,centos/install_apacche2.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_apacche2.sh"", ""explanation"": ""CentOS system administration: install apacche2""}"
Set up apacche2 on my server,execute_script,script,centos/install_apacche2.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_apacche2.sh"", ""explanation"": ""CentOS system administration: install apacche2""}"
I need apacche2 installed,execute_script,script,centos/install_apacche2.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_apacche2.sh"", ""explanation"": ""CentOS system administration: install apacche2""}"
Can you install apacche2?,execute_script,script,centos/install_apacche2.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_apacche2.sh"", ""explanation"": ""CentOS system administration: install apacche2""}"
Run centos/install_nginx.sh,execute_script,script,centos/install_nginx.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_nginx.sh"", ""explanation"": ""CentOS system administration: install nginx""}"
Execute centos/install_nginx.sh on my server,execute_script,script,centos/install_nginx.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_nginx.sh"", ""explanation"": ""CentOS system administration: install nginx""}"
Install nginx,execute_script,script,centos/install_nginx.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_nginx.sh"", ""explanation"": ""CentOS system administration: install nginx""}"
Set up nginx on my server,execute_script,script,centos/install_nginx.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_nginx.sh"", ""explanation"": ""CentOS system administration: install nginx""}"
I need nginx installed,execute_script,script,centos/install_nginx.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_nginx.sh"", ""explanation"": ""CentOS system administration: install nginx""}"
Can you install nginx?,execute_script,script,centos/install_nginx.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_nginx.sh"", ""explanation"": ""CentOS system administration: install nginx""}"
Run centos/install_software.sh,execute_script,script,centos/install_software.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_software.sh"", ""explanation"": ""CentOS system administration: install software""}"
Execute centos/install_software.sh on my server,execute_script,script,centos/install_software.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_software.sh"", ""explanation"": ""CentOS system administration: install software""}"
Install software,execute_script,script,centos/install_software.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_software.sh"", ""explanation"": ""CentOS system administration: install software""}"
Set up software on my server,execute_script,script,centos/install_software.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_software.sh"", ""explanation"": ""CentOS system administration: install software""}"
I need software installed,execute_script,script,centos/install_software.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_software.sh"", ""explanation"": ""CentOS system administration: install software""}"
Can you install software?,execute_script,script,centos/install_software.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/install_software.sh"", ""explanation"": ""CentOS system administration: install software""}"
Run centos/network_tools.sh,execute_script,script,centos/network_tools.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/network_tools.sh"", ""explanation"": ""CentOS system administration: network tools""}"
Execute centos/network_tools.sh on my server,execute_script,script,centos/network_tools.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/network_tools.sh"", ""explanation"": ""CentOS system administration: network tools""}"
Network Tools,execute_script,script,centos/network_tools.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/network_tools.sh"", ""explanation"": ""CentOS system administration: network tools""}"
Run network tools,execute_script,script,centos/network_tools.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/network_tools.sh"", ""explanation"": ""CentOS system administration: network tools""}"
Run centos/system_update.sh,execute_script,script,centos/system_update.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/system_update.sh"", ""explanation"": ""CentOS system administration: system update""}"
Execute centos/system_update.sh on my server,execute_script,script,centos/system_update.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/system_update.sh"", ""explanation"": ""CentOS system administration: system update""}"
System Update,execute_script,script,centos/system_update.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/system_update.sh"", ""explanation"": ""CentOS system administration: system update""}"
Run system update,execute_script,script,centos/system_update.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/system_update.sh"", ""explanation"": ""CentOS system administration: system update""}"
Run centos/user_audit.sh,execute_script,script,centos/user_audit.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/user_audit.sh"", ""explanation"": ""CentOS system administration: user audit""}"
Execute centos/user_audit.sh on my server,execute_script,script,centos/user_audit.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/user_audit.sh"", ""explanation"": ""CentOS system administration: user audit""}"
Scan user audit,execute_script,script,centos/user_audit.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/user_audit.sh"", ""explanation"": ""CentOS system administration: user audit""}"
Run user audit audit,execute_script,script,centos/user_audit.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/user_audit.sh"", ""explanation"": ""CentOS system administration: user audit""}"
Security audit for user audit,execute_script,script,centos/user_audit.sh,centos,,"centos,rhel,firewall,nginx,apache","{""action"": ""execute"", ""type"": ""script"", ""path"": ""centos/user_audit.sh"", ""explanation"": ""CentOS system administration: user audit""}"
Run cloud/aws/awscli/aws_account_summary.sh,execute_script,script,cloud/aws/awscli/aws_account_summary.sh,cloud,,"aws,azure,gcp,cloud,s3,ec2,iam","{""action"": ""execute"", ""type"": ""script"", ""path"": ""cloud/aws/awscli/aws_account_summary.sh"", ""explanation"": ""Cloud provider CLI and provisioning: aws account summary""}"
Execute cloud/aws/awscli/aws_account_summary.sh on my server,execute_script,script,cloud/aws/awscli/aws_account_summary.sh,cloud,,"aws,azure,gcp,cloud,s3,ec2,iam","{""action"": ""execute"", ""type"": ""script"", ""path"": ""cloud/aws/awscli/aws_account_summary.sh"", ""explanation"": ""Cloud provider CLI and provisioning: aws account summary""}"
Aws Account Summary,execute_script,script,cloud/aws/awscli/aws_account_summary.sh,cloud,,"aws,azure,gcp,cloud,s3,ec2,iam","{""action"": ""execute"", ""type"": ""script"", ""path"": ""cloud/aws/awscli/aws_account_summary.sh"", ""explanation"": ""Cloud provider CLI and provisioning: aws account summary""}"
Run aws account summary,execute_script,script,cloud/aws/awscli/aws_account_summary.sh,cloud,,"aws,azure,gcp,cloud,s3,ec2,iam","{""action"": ""execute"", ""type"": ""script"", ""path"": ""cloud/aws/awscli/aws_account_summary.sh"", ""explanation"": ""Cloud provider CLI and provisioning: aws account summary""}"
Run cloud/aws/awscli/aws_billing_alarm.sh,execute_script,script,cloud/aws/awscli/aws_billing_alarm.sh,cloud,,"aws,azure,gcp,cloud,s3,ec2,iam","{""action"": ""execute"", ""type"": ""script"", ""path"": ""cloud/aws/awscli/aws_billing_alarm.sh"", ""explanation"": ""Cloud provider CLI and provisioning: aws billing alarm""}"
Execute cloud/aws/awscli/aws_billing_alarm.sh on my server,execute_script,script,cloud/aws/awscli/aws_billing_alarm.sh,cloud,,"aws,azure,gcp,cloud,s3,ec2,iam","{""action"": ""execute"", ""type"": ""script"", ""path"": ""cloud/aws/awscli/aws_billing_alarm.sh"", ""explanation"": ""Cloud provider CLI and provisioning: aws billing alarm""}"
Aws Billing Alarm,execute_script,script,cloud/aws/awscli/aws_billing_alarm.sh,cloud,,"aws,azure,gcp,cloud,s3,ec2,iam","{""action"": ""execute"", ""type"": ""script"", ""path"": ""cloud/aws/awscli/aws_billing_alarm.sh"", ""explanation"": ""Cloud provider CLI and provisioning: aws billing alarm""}"
Run aws billing alarm,execute_script,script,cloud/aws/awscli/aws_billing_alarm.sh,cloud,,"aws,azure,gcp,cloud,s3,ec2,iam","{""action"": ""execute"", ""type"": ""script"", ""path"": ""cloud/aws/awscli/aws_billing_alarm.sh"", ""explanation"": ""Cloud provider CLI and provisioning: aws billing alarm""}"
Run cloud/aws/awscli/aws_budget_alarm.sh,execute_script,script,cloud/aws/awscli/aws_budget_alarm.sh,cloud,,"aws,azure,gcp,cloud,s3,ec2,iam","{""action"": ""execute"", ""type"": ""script"", ""path"": ""cloud/aws/awscli/aws_budget_alarm.sh"", ""explanation"": ""Cloud provider CLI and provisioning: aws budget alarm""}"
Execute cloud/aws/awscli/aws_budget_alarm.sh on my server,execute_script,script,cloud/aws/awscli/aws_budget_alarm.sh,cloud,,"aws,azure,gcp,cloud,s3,ec2,iam","{""action"": ""execute"", ""type"": ""script"", ""path"": ""cloud/aws/awscli/aws_budget_alarm.sh"", ""explanation"": ""Cloud provider CLI and provisioning: aws budget alarm""}"
Aws Budget Alarm,execute_script,script,cloud/aws/awscli/aws_budget_alarm.sh,cloud,,"aws,azure,gcp,cloud,s3,ec2,iam","{""action"": ""execute"", ""type"": ""script"", ""path"": ""cloud/aws/awscli/aws_budget_alarm.sh"", ""explanation"": ""Cloud provider CLI and provisioning: aws budget alarm""}"
Run aws budget alarm,execute_script,script,cloud/aws/awscli/aws_budget_alarm.sh,cloud,,"aws,azure,gcp,cloud,s3,ec2,iam","{""action"": ""execute"", ""type"": ""script"", ""path"": ""cloud/aws/awscli/aws_budget_alarm.sh"", ""explanation"": ""Cloud provider CLI and provisioning: aws budget alarm""}"
Run cloud/aws/awscli/aws_cli_create_credential.sh,execute_script,script,cloud/aws/awscli/aws_cli_create_credential.sh,cloud,,"aws,azure,gcp,cloud,s3,ec2,iam","{""action"": ""execute"", ""type"": ""script"", ""path"": ""cloud/aws/awscli/aws_cli_create_credential.sh"", ""explanation"": ""Cloud provider CLI and provisioning: aws cli create credential""}"
