prompt,intent,action_type,path,category,args,tags,action_json
I want to deploy a Next.js project,deploy_service,deploy_service,,nextjs,,"nextjs,javascript,frontend,ssr","{""action"": ""deploy_service"", ""service"": ""nextjs"", ""endpoint"": ""/api/v1/infrastructure/services/nextjs/deploy"", ""explanation"": ""Deploy Next.js application to VM""}"
Push my Next.js app to production,deploy_service,deploy_service,,nextjs,,"nextjs,javascript,frontend,ssr","{""action"": ""deploy_service"", ""service"": ""nextjs"", ""endpoint"": ""/api/v1/infrastructure/services/nextjs/deploy"", ""explanation"": ""Deploy Next.js application to VM""}"
Deploy Next.js on my VM,deploy_service,deploy_service,,nextjs,,"nextjs,javascript,frontend,ssr","{""action"": ""deploy_service"", ""service"": ""nextjs"", ""endpoint"": ""/api/v1/infrastructure/services/nextjs/deploy"", ""explanation"": ""Deploy Next.js application to VM""}"
Deploy Static Website application,deploy_service,deploy_service,,staticwebsite,,"static,html,website","{""action"": ""deploy_service"", ""service"": ""staticwebsite"", ""endpoint"": ""/api/v1/infrastructure/services/staticwebsite/deploy"", ""explanation"": ""Deploy Static Website application to VM""}"
Deploy my Static Website app to the server,deploy_service,deploy_service,,staticwebsite,,"static,html,website","{""action"": ""deploy_service"", ""service"": ""staticwebsite"", ""endpoint"": ""/api/v1/infrastructure/services/staticwebsite/deploy"", ""explanation"": ""Deploy Static Website application to VM""}"
Set up Static Website deployment,deploy_service,deploy_service,,staticwebsite,,"static,html,website","{""action"": ""deploy_service"", ""service"": ""staticwebsite"", ""endpoint"": ""/api/v1/infrastructure/services/staticwebsite/deploy"", ""explanation"": ""Deploy Static Website application to VM""}"
I want to deploy a Static Website project,deploy_service,deploy_service,,staticwebsite,,"static,html,website","{""action"": ""deploy_service"", ""service"": ""staticwebsite"", ""endpoint"": ""/api/v1/infrastructure/services/staticwebsite/deploy"", ""explanation"": ""Deploy Static Website application to VM""}"
Push my Static Website app to production,deploy_service,deploy_service,,staticwebsite,,"static,html,website","{""action"": ""deploy_service"", ""service"": ""staticwebsite"", ""endpoint"": ""/api/v1/infrastructure/services/staticwebsite/deploy"", ""explanation"": ""Deploy Static Website application to VM""}"
Deploy Static Website on my VM,deploy_service,deploy_service,,staticwebsite,,"static,html,website","{""action"": ""deploy_service"", ""service"": ""staticwebsite"", ""endpoint"": ""/api/v1/infrastructure/services/staticwebsite/deploy"", ""explanation"": ""Deploy Static Website application to VM""}"
Deploy Django application,deploy_service,deploy_service,,django,,"django,python,backend","{""action"": ""deploy_service"", ""service"": ""django"", ""endpoint"": ""/api/v1/infrastructure/services/django/deploy"", ""explanation"": ""Deploy Django application to VM""}"
Deploy my Django app to the server,deploy_service,deploy_service,,django,,"django,python,backend","{""action"": ""deploy_service"", ""service"": ""django"", ""endpoint"": ""/api/v1/infrastructure/services/django/deploy"", ""explanation"": ""Deploy Django application to VM""}"
Set up Django deployment,deploy_service,deploy_service,,django,,"django,python,backend","{""action"": ""deploy_service"", ""service"": ""django"", ""endpoint"": ""/api/v1/infrastructure/services/django/deploy"", ""explanation"": ""Deploy Django application to VM""}"
I want to deploy a Django project,deploy_service,deploy_service,,django,,"django,python,backend","{""action"": ""deploy_service"", ""service"": ""django"", ""endpoint"": ""/api/v1/infrastructure/services/django/deploy"", ""explanation"": ""Deploy Django application to VM""}"
Push my Django app to production,deploy_service,deploy_service,,django,,"django,python,backend","{""action"": ""deploy_service"", ""service"": ""django"", ""endpoint"": ""/api/v1/infrastructure/services/django/deploy"", ""explanation"": ""Deploy Django application to VM""}"
Deploy Django on my VM,deploy_service,deploy_service,,django,,"django,python,backend","{""action"": ""deploy_service"", ""service"": ""django"", ""endpoint"": ""/api/v1/infrastructure/services/django/deploy"", ""explanation"": ""Deploy Django application to VM""}"
Deploy a Docker container to my VM,deploy_container,deploy_container,,docker,,"docker,container,deploy","{""action"": ""deploy_container"", ""endpoint"": ""/api/v2/tenant/container/deploy"", ""explanation"": ""Deploy Docker container to VM""}"
Deploy container from Docker Hub,deploy_container,deploy_container,,docker,,"docker,container,deploy","{""action"": ""deploy_container"", ""endpoint"": ""/api/v2/tenant/container/deploy"", ""explanation"": ""Deploy Docker container to VM""}"
Run a Docker container on my server,deploy_container,deploy_container,,docker,,"docker,container,deploy","{""action"": ""deploy_container"", ""endpoint"": ""/api/v2/tenant/container/deploy"", ""explanation"": ""Deploy Docker container to VM""}"
Deploy my Docker image,deploy_container,deploy_container,,docker,,"docker,container,deploy","{""action"": ""deploy_container"", ""endpoint"": ""/api/v2/tenant/container/deploy"", ""explanation"": ""Deploy Docker container to VM""}"
Deploy to Kubernetes cluster,deploy_kubernetes,deploy_kubernetes,,kubernetes,,"kubernetes,k8s,deploy,eks,aks,gke","{""action"": ""deploy_kubernetes"", ""endpoint"": ""/api/v2/tenant/provision/kubernetescluster/deploy"", ""explanation"": ""Deploy to Kubernetes cluster""}"
Create Kubernetes deployment,deploy_kubernetes,deploy_kubernetes,,kubernetes,,"kubernetes,k8s,deploy,eks,aks,gke","{""action"": ""deploy_kubernetes"", ""endpoint"": ""/api/v2/tenant/provision/kubernetescluster/deploy"", ""explanation"": ""Deploy to Kubernetes cluster""}"
Deploy my app on EKS,deploy_kubernetes,deploy_kubernetes,,kubernetes,,"kubernetes,k8s,deploy,eks,aks,gke","{""action"": ""deploy_kubernetes"", ""endpoint"": ""/api/v2/tenant/provision/kubernetescluster/deploy"", ""explanation"": ""Deploy to Kubernetes cluster""}"
Set up Kubernetes workload,deploy_kubernetes,deploy_kubernetes,,kubernetes,,"kubernetes,k8s,deploy,eks,aks,gke","{""action"": ""deploy_kubernetes"", ""endpoint"": ""/api/v2/tenant/provision/kubernetescluster/deploy"", ""explanation"": ""Deploy to Kubernetes cluster""}"
Deploy to AKS cluster,deploy_kubernetes,deploy_kubernetes,,kubernetes,,"kubernetes,k8s,deploy,eks,aks,gke","{""action"": ""deploy_kubernetes"", ""endpoint"": ""/api/v2/tenant/provision/kubernetescluster/deploy"", ""explanation"": ""Deploy to Kubernetes cluster""}"
Deploy to GKE,deploy_kubernetes,deploy_kubernetes,,kubernetes,,"kubernetes,k8s,deploy,eks,aks,gke","{""action"": ""deploy_kubernetes"", ""endpoint"": ""/api/v2/tenant/provision/kubernetescluster/deploy"", ""explanation"": ""Deploy to Kubernetes cluster""}"
Deploy an AI agent,deploy_agent,deploy_agent,,agent,,"agent,ai,deploy","{""action"": ""deploy_agent"", ""endpoint"": ""/api/v2/tenant/deploy/agents"", ""explanation"": ""Deploy AI agent""}"
Deploy my agent to production,deploy_agent,deploy_agent,,agent,,"agent,ai,deploy","{""action"": ""deploy_agent"", ""endpoint"": ""/api/v2/tenant/deploy/agents"", ""explanation"": ""Deploy AI agent""}"
Set up agent deployment,deploy_agent,deploy_agent,,agent,,"agent,ai,deploy","{""action"": ""deploy_agent"", ""endpoint"": ""/api/v2/tenant/deploy/agents"", ""explanation"": ""Deploy AI agent""}"
Scale my agent deployment,deploy_agent,deploy_agent,,agent,,"agent,ai,deploy","{""action"": ""deploy_agent"", ""endpoint"": ""/api/v2/tenant/deploy/agents"", ""explanation"": ""Deploy AI agent""}"
Rollback agent deployment,deploy_agent,deploy_agent,,agent,,"agent,ai,deploy","{""action"": ""deploy_agent"", ""endpoint"": ""/api/v2/tenant/deploy/agents"", ""explanation"": ""Deploy AI agent""}"
Set up GitHub Actions CI/CD for C++,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/ci.yml,github_actions_cpp,,"cicd,github,actions,cpp,ci","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""ci"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/ci.yml"", ""explanation"": ""Set up GitHub Actions ci pipeline for C++""}"
Create C++ CI pipeline with GitHub Actions,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/ci.yml,github_actions_cpp,,"cicd,github,actions,cpp,ci","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""ci"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/ci.yml"", ""explanation"": ""Set up GitHub Actions ci pipeline for C++""}"
Add ci workflow for C++,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/ci.yml,github_actions_cpp,,"cicd,github,actions,cpp,ci","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""ci"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/ci.yml"", ""explanation"": ""Set up GitHub Actions ci pipeline for C++""}"
Set up C++ ci pipeline,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/ci.yml,github_actions_cpp,,"cicd,github,actions,cpp,ci","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""ci"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/ci.yml"", ""explanation"": ""Set up GitHub Actions ci pipeline for C++""}"
Set up GitHub Actions CI/CD for C++,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/docker.yml,github_actions_cpp,,"cicd,github,actions,cpp,docker","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""docker"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/docker.yml"", ""explanation"": ""Set up GitHub Actions docker pipeline for C++""}"
Create C++ CI pipeline with GitHub Actions,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/docker.yml,github_actions_cpp,,"cicd,github,actions,cpp,docker","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""docker"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/docker.yml"", ""explanation"": ""Set up GitHub Actions docker pipeline for C++""}"
Add docker workflow for C++,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/docker.yml,github_actions_cpp,,"cicd,github,actions,cpp,docker","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""docker"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/docker.yml"", ""explanation"": ""Set up GitHub Actions docker pipeline for C++""}"
Set up C++ docker pipeline,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/docker.yml,github_actions_cpp,,"cicd,github,actions,cpp,docker","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""docker"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/docker.yml"", ""explanation"": ""Set up GitHub Actions docker pipeline for C++""}"
Set up GitHub Actions CI/CD for C++,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/vm.yml,github_actions_cpp,,"cicd,github,actions,cpp,vm","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""vm"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/vm.yml"", ""explanation"": ""Set up GitHub Actions vm pipeline for C++""}"
Create C++ CI pipeline with GitHub Actions,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/vm.yml,github_actions_cpp,,"cicd,github,actions,cpp,vm","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""vm"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/vm.yml"", ""explanation"": ""Set up GitHub Actions vm pipeline for C++""}"
Add vm workflow for C++,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/vm.yml,github_actions_cpp,,"cicd,github,actions,cpp,vm","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""vm"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/vm.yml"", ""explanation"": ""Set up GitHub Actions vm pipeline for C++""}"
Set up C++ vm pipeline,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/vm.yml,github_actions_cpp,,"cicd,github,actions,cpp,vm","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""vm"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/vm.yml"", ""explanation"": ""Set up GitHub Actions vm pipeline for C++""}"
Set up GitHub Actions CI/CD for C++,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/kubernetes.yml,github_actions_cpp,,"cicd,github,actions,cpp,kubernetes","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""kubernetes"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/kubernetes.yml"", ""explanation"": ""Set up GitHub Actions kubernetes pipeline for C++""}"
Create C++ CI pipeline with GitHub Actions,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/kubernetes.yml,github_actions_cpp,,"cicd,github,actions,cpp,kubernetes","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""kubernetes"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/kubernetes.yml"", ""explanation"": ""Set up GitHub Actions kubernetes pipeline for C++""}"
Add kubernetes workflow for C++,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/kubernetes.yml,github_actions_cpp,,"cicd,github,actions,cpp,kubernetes","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""kubernetes"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/kubernetes.yml"", ""explanation"": ""Set up GitHub Actions kubernetes pipeline for C++""}"
Set up C++ kubernetes pipeline,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/kubernetes.yml,github_actions_cpp,,"cicd,github,actions,cpp,kubernetes","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""kubernetes"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/kubernetes.yml"", ""explanation"": ""Set up GitHub Actions kubernetes pipeline for C++""}"
Set up GitHub Actions CI/CD for C++,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/agentic.yml,github_actions_cpp,,"cicd,github,actions,cpp,agentic","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""agentic"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/agentic.yml"", ""explanation"": ""Set up GitHub Actions agentic pipeline for C++""}"
Create C++ CI pipeline with GitHub Actions,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/agentic.yml,github_actions_cpp,,"cicd,github,actions,cpp,agentic","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""agentic"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/agentic.yml"", ""explanation"": ""Set up GitHub Actions agentic pipeline for C++""}"
Add agentic workflow for C++,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/agentic.yml,github_actions_cpp,,"cicd,github,actions,cpp,agentic","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""agentic"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/agentic.yml"", ""explanation"": ""Set up GitHub Actions agentic pipeline for C++""}"
Set up C++ agentic pipeline,setup_cicd,setup_cicd,githubactions/cpp_cicd_docker_vm/.github/workflows/agentic.yml,github_actions_cpp,,"cicd,github,actions,cpp,agentic","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""cpp_cicd_docker_vm"", ""workflow"": ""agentic"", ""path"": ""githubactions/cpp_cicd_docker_vm/.github/workflows/agentic.yml"", ""explanation"": ""Set up GitHub Actions agentic pipeline for C++""}"
Set up GitHub Actions CI/CD for Go,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/ci.yml,github_actions_golang,,"cicd,github,actions,golang,ci","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""ci"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/ci.yml"", ""explanation"": ""Set up GitHub Actions ci pipeline for Go""}"
Create Go CI pipeline with GitHub Actions,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/ci.yml,github_actions_golang,,"cicd,github,actions,golang,ci","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""ci"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/ci.yml"", ""explanation"": ""Set up GitHub Actions ci pipeline for Go""}"
Add ci workflow for Go,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/ci.yml,github_actions_golang,,"cicd,github,actions,golang,ci","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""ci"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/ci.yml"", ""explanation"": ""Set up GitHub Actions ci pipeline for Go""}"
Set up Go ci pipeline,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/ci.yml,github_actions_golang,,"cicd,github,actions,golang,ci","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""ci"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/ci.yml"", ""explanation"": ""Set up GitHub Actions ci pipeline for Go""}"
Set up GitHub Actions CI/CD for Go,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/docker.yml,github_actions_golang,,"cicd,github,actions,golang,docker","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""docker"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/docker.yml"", ""explanation"": ""Set up GitHub Actions docker pipeline for Go""}"
Create Go CI pipeline with GitHub Actions,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/docker.yml,github_actions_golang,,"cicd,github,actions,golang,docker","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""docker"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/docker.yml"", ""explanation"": ""Set up GitHub Actions docker pipeline for Go""}"
Add docker workflow for Go,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/docker.yml,github_actions_golang,,"cicd,github,actions,golang,docker","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""docker"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/docker.yml"", ""explanation"": ""Set up GitHub Actions docker pipeline for Go""}"
Set up Go docker pipeline,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/docker.yml,github_actions_golang,,"cicd,github,actions,golang,docker","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""docker"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/docker.yml"", ""explanation"": ""Set up GitHub Actions docker pipeline for Go""}"
Set up GitHub Actions CI/CD for Go,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/vm.yml,github_actions_golang,,"cicd,github,actions,golang,vm","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""vm"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/vm.yml"", ""explanation"": ""Set up GitHub Actions vm pipeline for Go""}"
Create Go CI pipeline with GitHub Actions,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/vm.yml,github_actions_golang,,"cicd,github,actions,golang,vm","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""vm"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/vm.yml"", ""explanation"": ""Set up GitHub Actions vm pipeline for Go""}"
Add vm workflow for Go,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/vm.yml,github_actions_golang,,"cicd,github,actions,golang,vm","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""vm"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/vm.yml"", ""explanation"": ""Set up GitHub Actions vm pipeline for Go""}"
Set up Go vm pipeline,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/vm.yml,github_actions_golang,,"cicd,github,actions,golang,vm","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""vm"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/vm.yml"", ""explanation"": ""Set up GitHub Actions vm pipeline for Go""}"
Set up GitHub Actions CI/CD for Go,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/kubernetes.yml,github_actions_golang,,"cicd,github,actions,golang,kubernetes","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""kubernetes"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/kubernetes.yml"", ""explanation"": ""Set up GitHub Actions kubernetes pipeline for Go""}"
Create Go CI pipeline with GitHub Actions,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/kubernetes.yml,github_actions_golang,,"cicd,github,actions,golang,kubernetes","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""kubernetes"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/kubernetes.yml"", ""explanation"": ""Set up GitHub Actions kubernetes pipeline for Go""}"
Add kubernetes workflow for Go,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/kubernetes.yml,github_actions_golang,,"cicd,github,actions,golang,kubernetes","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""kubernetes"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/kubernetes.yml"", ""explanation"": ""Set up GitHub Actions kubernetes pipeline for Go""}"
Set up Go kubernetes pipeline,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/kubernetes.yml,github_actions_golang,,"cicd,github,actions,golang,kubernetes","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""kubernetes"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/kubernetes.yml"", ""explanation"": ""Set up GitHub Actions kubernetes pipeline for Go""}"
Set up GitHub Actions CI/CD for Go,setup_cicd,setup_cicd,githubactions/golang_cicd_docker_vm/.github/workflows/agentic.yml,github_actions_golang,,"cicd,github,actions,golang,agentic","{""action"": ""setup_cicd"", ""type"": ""github_actions"", ""template"": ""golang_cicd_docker_vm"", ""workflow"": ""agentic"", ""path"": ""githubactions/golang_cicd_docker_vm/.github/workflows/agentic.yml"", ""explanation"": ""Set up GitHub Actions agentic pipeline for Go""}"
