prompt,intent,action_type,path,category,args,tags,action_json
I need to deploy FastAPI on K8s,deploy_kubernetes,kubernetes,kubernetes/templates/fastapi_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,fastapi","{""action"": ""deploy_kubernetes"", ""template"": ""fastapi_kubernetes_template"", ""explanation"": ""Deploy FastAPI application to Kubernetes""}"
Set up FastAPI microservice on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/fastapi_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,fastapi","{""action"": ""deploy_kubernetes"", ""template"": ""fastapi_kubernetes_template"", ""explanation"": ""Deploy FastAPI application to Kubernetes""}"
Deploy FastAPI API server to Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/fastapi_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,fastapi","{""action"": ""deploy_kubernetes"", ""template"": ""fastapi_kubernetes_template"", ""explanation"": ""Deploy FastAPI application to Kubernetes""}"
Create K8s deployment for my FastAPI project,deploy_kubernetes,kubernetes,kubernetes/templates/fastapi_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,fastapi","{""action"": ""deploy_kubernetes"", ""template"": ""fastapi_kubernetes_template"", ""explanation"": ""Deploy FastAPI application to Kubernetes""}"
Deploy React app to Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/reactjs_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,reactjs","{""action"": ""deploy_kubernetes"", ""template"": ""reactjs_kubernetes_template"", ""explanation"": ""Deploy React.js application to Kubernetes""}"
Set up ReactJS on K8s cluster,deploy_kubernetes,kubernetes,kubernetes/templates/reactjs_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,reactjs","{""action"": ""deploy_kubernetes"", ""template"": ""reactjs_kubernetes_template"", ""explanation"": ""Deploy React.js application to Kubernetes""}"
Create Kubernetes deployment for React application,deploy_kubernetes,kubernetes,kubernetes/templates/reactjs_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,reactjs","{""action"": ""deploy_kubernetes"", ""template"": ""reactjs_kubernetes_template"", ""explanation"": ""Deploy React.js application to Kubernetes""}"
Deploy my React.js frontend to K8s,deploy_kubernetes,kubernetes,kubernetes/templates/reactjs_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,reactjs","{""action"": ""deploy_kubernetes"", ""template"": ""reactjs_kubernetes_template"", ""explanation"": ""Deploy React.js application to Kubernetes""}"
Generate K8s manifests for ReactJS,deploy_kubernetes,kubernetes,kubernetes/templates/reactjs_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,reactjs","{""action"": ""deploy_kubernetes"", ""template"": ""reactjs_kubernetes_template"", ""explanation"": ""Deploy React.js application to Kubernetes""}"
Create ReactJS Kubernetes deployment and service,deploy_kubernetes,kubernetes,kubernetes/templates/reactjs_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,reactjs","{""action"": ""deploy_kubernetes"", ""template"": ""reactjs_kubernetes_template"", ""explanation"": ""Deploy React.js application to Kubernetes""}"
I need to deploy React on K8s,deploy_kubernetes,kubernetes,kubernetes/templates/reactjs_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,reactjs","{""action"": ""deploy_kubernetes"", ""template"": ""reactjs_kubernetes_template"", ""explanation"": ""Deploy React.js application to Kubernetes""}"
Set up React frontend on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/reactjs_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,reactjs","{""action"": ""deploy_kubernetes"", ""template"": ""reactjs_kubernetes_template"", ""explanation"": ""Deploy React.js application to Kubernetes""}"
Deploy ReactJS app with Nginx on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/reactjs_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,reactjs","{""action"": ""deploy_kubernetes"", ""template"": ""reactjs_kubernetes_template"", ""explanation"": ""Deploy React.js application to Kubernetes""}"
Create K8s deployment for my React project,deploy_kubernetes,kubernetes,kubernetes/templates/reactjs_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,reactjs","{""action"": ""deploy_kubernetes"", ""template"": ""reactjs_kubernetes_template"", ""explanation"": ""Deploy React.js application to Kubernetes""}"
Deploy Python app to Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/python_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,python","{""action"": ""deploy_kubernetes"", ""template"": ""python_kubernetes_template"", ""explanation"": ""Deploy Python application to Kubernetes""}"
Set up Python on K8s,deploy_kubernetes,kubernetes,kubernetes/templates/python_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,python","{""action"": ""deploy_kubernetes"", ""template"": ""python_kubernetes_template"", ""explanation"": ""Deploy Python application to Kubernetes""}"
Create Kubernetes deployment for Python application,deploy_kubernetes,kubernetes,kubernetes/templates/python_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,python","{""action"": ""deploy_kubernetes"", ""template"": ""python_kubernetes_template"", ""explanation"": ""Deploy Python application to Kubernetes""}"
Deploy my Python service to K8s,deploy_kubernetes,kubernetes,kubernetes/templates/python_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,python","{""action"": ""deploy_kubernetes"", ""template"": ""python_kubernetes_template"", ""explanation"": ""Deploy Python application to Kubernetes""}"
Generate K8s manifests for Python,deploy_kubernetes,kubernetes,kubernetes/templates/python_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,python","{""action"": ""deploy_kubernetes"", ""template"": ""python_kubernetes_template"", ""explanation"": ""Deploy Python application to Kubernetes""}"
Create Python Kubernetes deployment and service,deploy_kubernetes,kubernetes,kubernetes/templates/python_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,python","{""action"": ""deploy_kubernetes"", ""template"": ""python_kubernetes_template"", ""explanation"": ""Deploy Python application to Kubernetes""}"
I need to deploy Python on K8s,deploy_kubernetes,kubernetes,kubernetes/templates/python_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,python","{""action"": ""deploy_kubernetes"", ""template"": ""python_kubernetes_template"", ""explanation"": ""Deploy Python application to Kubernetes""}"
Set up Python microservice on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/python_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,python","{""action"": ""deploy_kubernetes"", ""template"": ""python_kubernetes_template"", ""explanation"": ""Deploy Python application to Kubernetes""}"
Deploy Python backend to Kubernetes cluster,deploy_kubernetes,kubernetes,kubernetes/templates/python_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,python","{""action"": ""deploy_kubernetes"", ""template"": ""python_kubernetes_template"", ""explanation"": ""Deploy Python application to Kubernetes""}"
Create K8s deployment for my Python project,deploy_kubernetes,kubernetes,kubernetes/templates/python_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,python","{""action"": ""deploy_kubernetes"", ""template"": ""python_kubernetes_template"", ""explanation"": ""Deploy Python application to Kubernetes""}"
Deploy Redis on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/redis_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,redis,cache","{""action"": ""deploy_kubernetes"", ""template"": ""redis_kubernetes_template"", ""explanation"": ""Deploy Redis cache to Kubernetes""}"
Set up Redis cache in K8s,deploy_kubernetes,kubernetes,kubernetes/templates/redis_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,redis,cache","{""action"": ""deploy_kubernetes"", ""template"": ""redis_kubernetes_template"", ""explanation"": ""Deploy Redis cache to Kubernetes""}"
Create Kubernetes deployment for Redis,deploy_kubernetes,kubernetes,kubernetes/templates/redis_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,redis,cache","{""action"": ""deploy_kubernetes"", ""template"": ""redis_kubernetes_template"", ""explanation"": ""Deploy Redis cache to Kubernetes""}"
Deploy Redis server to K8s cluster,deploy_kubernetes,kubernetes,kubernetes/templates/redis_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,redis,cache","{""action"": ""deploy_kubernetes"", ""template"": ""redis_kubernetes_template"", ""explanation"": ""Deploy Redis cache to Kubernetes""}"
Generate K8s manifests for Redis,deploy_kubernetes,kubernetes,kubernetes/templates/redis_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,redis,cache","{""action"": ""deploy_kubernetes"", ""template"": ""redis_kubernetes_template"", ""explanation"": ""Deploy Redis cache to Kubernetes""}"
Create Redis Kubernetes deployment and service,deploy_kubernetes,kubernetes,kubernetes/templates/redis_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,redis,cache","{""action"": ""deploy_kubernetes"", ""template"": ""redis_kubernetes_template"", ""explanation"": ""Deploy Redis cache to Kubernetes""}"
I need Redis deployed on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/redis_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,redis,cache","{""action"": ""deploy_kubernetes"", ""template"": ""redis_kubernetes_template"", ""explanation"": ""Deploy Redis cache to Kubernetes""}"
Set up Redis instance on K8s,deploy_kubernetes,kubernetes,kubernetes/templates/redis_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,redis,cache","{""action"": ""deploy_kubernetes"", ""template"": ""redis_kubernetes_template"", ""explanation"": ""Deploy Redis cache to Kubernetes""}"
Deploy Redis with persistent storage on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/redis_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,redis,cache","{""action"": ""deploy_kubernetes"", ""template"": ""redis_kubernetes_template"", ""explanation"": ""Deploy Redis cache to Kubernetes""}"
Create K8s deployment for Redis caching layer,deploy_kubernetes,kubernetes,kubernetes/templates/redis_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,redis,cache","{""action"": ""deploy_kubernetes"", ""template"": ""redis_kubernetes_template"", ""explanation"": ""Deploy Redis cache to Kubernetes""}"
Deploy Grafana on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/grafana_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,grafana,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""grafana_kubernetes_template"", ""explanation"": ""Deploy Grafana monitoring dashboard to Kubernetes""}"
Set up Grafana on K8s,deploy_kubernetes,kubernetes,kubernetes/templates/grafana_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,grafana,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""grafana_kubernetes_template"", ""explanation"": ""Deploy Grafana monitoring dashboard to Kubernetes""}"
Create Kubernetes deployment for Grafana,deploy_kubernetes,kubernetes,kubernetes/templates/grafana_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,grafana,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""grafana_kubernetes_template"", ""explanation"": ""Deploy Grafana monitoring dashboard to Kubernetes""}"
Deploy Grafana dashboard to K8s cluster,deploy_kubernetes,kubernetes,kubernetes/templates/grafana_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,grafana,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""grafana_kubernetes_template"", ""explanation"": ""Deploy Grafana monitoring dashboard to Kubernetes""}"
Generate K8s manifests for Grafana,deploy_kubernetes,kubernetes,kubernetes/templates/grafana_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,grafana,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""grafana_kubernetes_template"", ""explanation"": ""Deploy Grafana monitoring dashboard to Kubernetes""}"
Create Grafana Kubernetes deployment and service,deploy_kubernetes,kubernetes,kubernetes/templates/grafana_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,grafana,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""grafana_kubernetes_template"", ""explanation"": ""Deploy Grafana monitoring dashboard to Kubernetes""}"
I need Grafana deployed on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/grafana_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,grafana,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""grafana_kubernetes_template"", ""explanation"": ""Deploy Grafana monitoring dashboard to Kubernetes""}"
Set up Grafana monitoring on K8s,deploy_kubernetes,kubernetes,kubernetes/templates/grafana_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,grafana,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""grafana_kubernetes_template"", ""explanation"": ""Deploy Grafana monitoring dashboard to Kubernetes""}"
Deploy Grafana with Prometheus on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/grafana_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,grafana,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""grafana_kubernetes_template"", ""explanation"": ""Deploy Grafana monitoring dashboard to Kubernetes""}"
Create K8s deployment for Grafana dashboards,deploy_kubernetes,kubernetes,kubernetes/templates/grafana_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,grafana,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""grafana_kubernetes_template"", ""explanation"": ""Deploy Grafana monitoring dashboard to Kubernetes""}"
Deploy Portainer on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/portainer_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,portainer,management","{""action"": ""deploy_kubernetes"", ""template"": ""portainer_kubernetes_template"", ""explanation"": ""Deploy Portainer container management to Kubernetes""}"
Set up Portainer on K8s,deploy_kubernetes,kubernetes,kubernetes/templates/portainer_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,portainer,management","{""action"": ""deploy_kubernetes"", ""template"": ""portainer_kubernetes_template"", ""explanation"": ""Deploy Portainer container management to Kubernetes""}"
Create Kubernetes deployment for Portainer,deploy_kubernetes,kubernetes,kubernetes/templates/portainer_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,portainer,management","{""action"": ""deploy_kubernetes"", ""template"": ""portainer_kubernetes_template"", ""explanation"": ""Deploy Portainer container management to Kubernetes""}"
Deploy Portainer management UI to K8s,deploy_kubernetes,kubernetes,kubernetes/templates/portainer_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,portainer,management","{""action"": ""deploy_kubernetes"", ""template"": ""portainer_kubernetes_template"", ""explanation"": ""Deploy Portainer container management to Kubernetes""}"
Generate K8s manifests for Portainer,deploy_kubernetes,kubernetes,kubernetes/templates/portainer_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,portainer,management","{""action"": ""deploy_kubernetes"", ""template"": ""portainer_kubernetes_template"", ""explanation"": ""Deploy Portainer container management to Kubernetes""}"
Create Portainer Kubernetes deployment and service,deploy_kubernetes,kubernetes,kubernetes/templates/portainer_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,portainer,management","{""action"": ""deploy_kubernetes"", ""template"": ""portainer_kubernetes_template"", ""explanation"": ""Deploy Portainer container management to Kubernetes""}"
I need Portainer deployed on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/portainer_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,portainer,management","{""action"": ""deploy_kubernetes"", ""template"": ""portainer_kubernetes_template"", ""explanation"": ""Deploy Portainer container management to Kubernetes""}"
Set up Portainer container manager on K8s,deploy_kubernetes,kubernetes,kubernetes/templates/portainer_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,portainer,management","{""action"": ""deploy_kubernetes"", ""template"": ""portainer_kubernetes_template"", ""explanation"": ""Deploy Portainer container management to Kubernetes""}"
Deploy OpenTelemetry on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/opentelemetry_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,opentelemetry,observability","{""action"": ""deploy_kubernetes"", ""template"": ""opentelemetry_kubernetes_template"", ""explanation"": ""Deploy OpenTelemetry observability stack to Kubernetes""}"
Set up OpenTelemetry on K8s,deploy_kubernetes,kubernetes,kubernetes/templates/opentelemetry_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,opentelemetry,observability","{""action"": ""deploy_kubernetes"", ""template"": ""opentelemetry_kubernetes_template"", ""explanation"": ""Deploy OpenTelemetry observability stack to Kubernetes""}"
Create Kubernetes deployment for OpenTelemetry,deploy_kubernetes,kubernetes,kubernetes/templates/opentelemetry_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,opentelemetry,observability","{""action"": ""deploy_kubernetes"", ""template"": ""opentelemetry_kubernetes_template"", ""explanation"": ""Deploy OpenTelemetry observability stack to Kubernetes""}"
Deploy OpenTelemetry collector to K8s cluster,deploy_kubernetes,kubernetes,kubernetes/templates/opentelemetry_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,opentelemetry,observability","{""action"": ""deploy_kubernetes"", ""template"": ""opentelemetry_kubernetes_template"", ""explanation"": ""Deploy OpenTelemetry observability stack to Kubernetes""}"
Generate K8s manifests for OpenTelemetry,deploy_kubernetes,kubernetes,kubernetes/templates/opentelemetry_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,opentelemetry,observability","{""action"": ""deploy_kubernetes"", ""template"": ""opentelemetry_kubernetes_template"", ""explanation"": ""Deploy OpenTelemetry observability stack to Kubernetes""}"
Create OpenTelemetry Kubernetes deployment and service,deploy_kubernetes,kubernetes,kubernetes/templates/opentelemetry_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,opentelemetry,observability","{""action"": ""deploy_kubernetes"", ""template"": ""opentelemetry_kubernetes_template"", ""explanation"": ""Deploy OpenTelemetry observability stack to Kubernetes""}"
I need OpenTelemetry deployed on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/opentelemetry_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,opentelemetry,observability","{""action"": ""deploy_kubernetes"", ""template"": ""opentelemetry_kubernetes_template"", ""explanation"": ""Deploy OpenTelemetry observability stack to Kubernetes""}"
Set up OpenTelemetry tracing on K8s,deploy_kubernetes,kubernetes,kubernetes/templates/opentelemetry_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,opentelemetry,observability","{""action"": ""deploy_kubernetes"", ""template"": ""opentelemetry_kubernetes_template"", ""explanation"": ""Deploy OpenTelemetry observability stack to Kubernetes""}"
Deploy OTel collector on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/opentelemetry_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,opentelemetry,observability","{""action"": ""deploy_kubernetes"", ""template"": ""opentelemetry_kubernetes_template"", ""explanation"": ""Deploy OpenTelemetry observability stack to Kubernetes""}"
Create K8s deployment for OpenTelemetry observability,deploy_kubernetes,kubernetes,kubernetes/templates/opentelemetry_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,opentelemetry,observability","{""action"": ""deploy_kubernetes"", ""template"": ""opentelemetry_kubernetes_template"", ""explanation"": ""Deploy OpenTelemetry observability stack to Kubernetes""}"
Deploy Flower on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/flower_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,flower,celery,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""flower_kubernetes_template"", ""explanation"": ""Deploy Flower Celery monitoring to Kubernetes""}"
Set up Flower on K8s,deploy_kubernetes,kubernetes,kubernetes/templates/flower_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,flower,celery,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""flower_kubernetes_template"", ""explanation"": ""Deploy Flower Celery monitoring to Kubernetes""}"
Create Kubernetes deployment for Flower,deploy_kubernetes,kubernetes,kubernetes/templates/flower_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,flower,celery,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""flower_kubernetes_template"", ""explanation"": ""Deploy Flower Celery monitoring to Kubernetes""}"
Deploy Flower monitoring dashboard to K8s,deploy_kubernetes,kubernetes,kubernetes/templates/flower_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,flower,celery,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""flower_kubernetes_template"", ""explanation"": ""Deploy Flower Celery monitoring to Kubernetes""}"
Generate K8s manifests for Flower,deploy_kubernetes,kubernetes,kubernetes/templates/flower_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,flower,celery,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""flower_kubernetes_template"", ""explanation"": ""Deploy Flower Celery monitoring to Kubernetes""}"
Create Flower Kubernetes deployment and service,deploy_kubernetes,kubernetes,kubernetes/templates/flower_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,flower,celery,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""flower_kubernetes_template"", ""explanation"": ""Deploy Flower Celery monitoring to Kubernetes""}"
I need Flower deployed on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/flower_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,flower,celery,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""flower_kubernetes_template"", ""explanation"": ""Deploy Flower Celery monitoring to Kubernetes""}"
Set up Flower Celery monitor on K8s,deploy_kubernetes,kubernetes,kubernetes/templates/flower_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,flower,celery,monitoring","{""action"": ""deploy_kubernetes"", ""template"": ""flower_kubernetes_template"", ""explanation"": ""Deploy Flower Celery monitoring to Kubernetes""}"
Deploy Celery on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/celery_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,celery,worker,queue","{""action"": ""deploy_kubernetes"", ""template"": ""celery_kubernetes_template"", ""explanation"": ""Deploy Celery workers to Kubernetes""}"
Set up Celery workers on K8s,deploy_kubernetes,kubernetes,kubernetes/templates/celery_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,celery,worker,queue","{""action"": ""deploy_kubernetes"", ""template"": ""celery_kubernetes_template"", ""explanation"": ""Deploy Celery workers to Kubernetes""}"
Create Kubernetes deployment for Celery,deploy_kubernetes,kubernetes,kubernetes/templates/celery_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,celery,worker,queue","{""action"": ""deploy_kubernetes"", ""template"": ""celery_kubernetes_template"", ""explanation"": ""Deploy Celery workers to Kubernetes""}"
Deploy Celery task queue to K8s cluster,deploy_kubernetes,kubernetes,kubernetes/templates/celery_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,celery,worker,queue","{""action"": ""deploy_kubernetes"", ""template"": ""celery_kubernetes_template"", ""explanation"": ""Deploy Celery workers to Kubernetes""}"
Generate K8s manifests for Celery workers,deploy_kubernetes,kubernetes,kubernetes/templates/celery_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,celery,worker,queue","{""action"": ""deploy_kubernetes"", ""template"": ""celery_kubernetes_template"", ""explanation"": ""Deploy Celery workers to Kubernetes""}"
Create Celery Kubernetes deployment and service,deploy_kubernetes,kubernetes,kubernetes/templates/celery_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,celery,worker,queue","{""action"": ""deploy_kubernetes"", ""template"": ""celery_kubernetes_template"", ""explanation"": ""Deploy Celery workers to Kubernetes""}"
I need Celery deployed on Kubernetes,deploy_kubernetes,kubernetes,kubernetes/templates/celery_kubernetes_template,kubernetes,,"kubernetes,k8s,deploy,celery,worker,queue","{""action"": ""deploy_kubernetes"", ""template"": ""celery_kubernetes_template"", ""explanation"": ""Deploy Celery workers to Kubernetes""}"
